指標名,ホテル,,,,,,,,
出典,Hotels.com,,,,,,,,
年次,GPCI2020,,,,,,,,
URL,https://hotels.com/,,,,,,,,
備考,GPCI2019は636軒、GPCI2020は1332軒。増加理由は民泊登録によるものと思われる。⇒https://airstair.jp/hotels-com-minpaku/,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,室数,ホテルURL
港区,赤坂７丁目,赤坂,"7-9-6 Akasaka, Minato-ku,Tokyo,Tokyo,107-0052",35.669841,139.733241,MIMARU TOKYO AKASAKA,2.5,36,https://www.hotels.com/ho696508640
港区,芝大門１丁目,,"1-16-6 Shibadaimon,Tokyo,,105-0012",35.657048,139.754632,Capsule Inn Hamamatsucho,2.5,112,https://www.hotels.com/ho545858
港区,新橋１丁目,,"1-9-1 Shinbashi, 5th Floor,Tokyo,Tokyo-to,105-0004",35.667432,139.760223,Book Tea Bed GINZA - Hostel,2,22,https://www.hotels.com/ho658079
港区,三田１丁目,,"1-10-14 Mita, Minato-ku,Tokyo,Tokyo,108-0073",35.654348,139.738384,Comfybed Azabujuban,2.5,7,https://www.hotels.com/ho1479112896
港区,六本木１丁目,六本木,"1-10-16 Roppongi,Tokyo,Tokyo,106-0032",35.6663,139.743,Hotel Okura Tokyo South Wing,4,381,https://www.hotels.com/ho122252
港区,海岸１丁目,,"1-10-30 Kaigan, Minato-ku,Tokyo,,",35.65688,139.76185,"mesm Tokyo, Autograph Collection",3.5,265,https://www.hotels.com/ho1366909408
港区,芝大門１丁目,,"1-10-4 Shibadaimon,Tokyo,Tokyo,105-0012",35.659267,139.753745,MONday Apart Daimon,3,20,https://www.hotels.com/ho1485294976
港区,海岸１丁目,,"1-11-2 Kaigan, Minato-ku,Tokyo,Tokyo,105-0022",35.6551,139.76245,Bayside Hotel Azur Takeshiba Hamamatsucho,3,122,https://www.hotels.com/ho355849
港区,新橋１丁目,,"1-1-13 Shinbashi,Tokyo,Tokyo,105-0004",35.668916,139.756218,THE BLOSSOM HIBIYA,3.5,255,https://www.hotels.com/ho1128698944
港区,西麻布１丁目,,"1-11-6 Nishiazabu, Minato-ku,Tokyo,Tokyo-to,106-0031",35.660145,139.724756,Roppongi Hotel S,3.5,47,https://www.hotels.com/ho433946
港区,湊１丁目,,"1-12-10, Minato, Chuo-ku,Tokyo,Tokyo,104-0043",35.6719,139.78058,MAYU TOKYO WOMAN - Caters to Women,2.5,120,https://www.hotels.com/ho719846176
港区,赤坂７丁目,赤坂,"7-9-4 Akasaka,Tokyo,Tokyo,107-0052",35.669972,139.73337,HOTEL LiVEMAX AKASAKA,2.5,55,https://www.hotels.com/ho1123997408
港区,芝大門１丁目,,"1-1-26 Shiba Daimon, Minato-ku,Tokyo,Tokyo,105-0012",35.659367,139.752499,Keio Presso Inn Hamamatsucho,3,339,https://www.hotels.com/ho611320768
港区,芝１丁目,,"1-13-19 Shiba,Tokyo,Tokyo,105-0014",35.65837,139.75475,GATE STAY PREMIUM HAMAMATSUCHO,3,9,https://www.hotels.com/ho1485299648
港区,東麻布１丁目,,"1-13-7 Higashiazabu,Tokyo,Tokyo,106-0044",35.656412,139.742566,Floral Iron Tower Hotel Tokyo,3,10,https://www.hotels.com/ho1081342528
港区,新橋１丁目,,"1-14-3 Shinbashi Minato-ku,Tokyo,Tokyo-to,105-0004",35.668296,139.757518,Sotetsu Fresa Inn Shimbashi-Hibiyaguchi,3,218,https://www.hotels.com/ho424427
港区,白金台１丁目,,"1-1-50 Shirokanedai, Minato-ku,Tokyo,Tokyo-to,108-8640",35.63994,139.73015,Sheraton Miyako Hotel Tokyo,4,484,https://www.hotels.com/ho119381
港区,芝大門１丁目,,"1-15-4 Shibadaimon,Tokyo,Tokyo,105-0012",35.657446,139.754179,KEIKYU EX INN Hamamatsucho Daimon-Station,3,111,https://www.hotels.com/ho1085536096
港区,浜松町１丁目,,"1-16-11 Hamamatsucho,Tokyo,,105-0013",35.658109,139.756441,MusBee Tokyo Hamamatsucho,3,29,https://www.hotels.com/ho700393088
港区,海岸１丁目,,"1-16-2 Kaigan,Tokyo,Tokyo-to,105-8576",35.653214,139.761999,InterContinental Tokyo Bay,4.5,330,https://www.hotels.com/ho119987
港区,西新橋１丁目,虎ノ門,"1-17-13 Nishi-Shinbashi, Minato-ku,Tokyo,Tokyo,105-0003",35.667534,139.753432,the b shimbashi,3,109,https://www.hotels.com/ho607272896
港区,新橋１丁目,,"1-17-2 Shinbashi,Tokyo,Tokyo,105-0004",35.668587,139.756996,Daiwa Roynet Hotel Shimbashi,3,195,https://www.hotels.com/ho1073653344
港区,東麻布１丁目,,"1-17-9 Higashi-Azabu, Minato-ku,Tokyo,Tokyo,106-0044",35.656012,139.743395,The Guest House Tokyo Azabu,2,2,https://www.hotels.com/ho644760384
港区,浜松町１丁目,,"1-18-14, Hamamatsucho,Tokyo,Tokyo-to,105-0013",35.658111,139.75495,Hotel MyStays Hamamatsucho,3,105,https://www.hotels.com/ho468210
港区,浜松町１丁目,,"1-19-14 Hamamatsucho,Tokyo,,105-0013",35.658067,139.75567,Meitetsu Inn Hamamatsucho,3,144,https://www.hotels.com/ho604022
港区,西新橋１丁目,虎ノ門,"1-23-10 Nishi-Shinbashi, Minato-ku,Tokyo,Tokyo,105-0003",35.667921,139.751303,bnb+ Toranomon branch Trip Community Tokyo,1,60,https://www.hotels.com/ho648588448
港区,虎ノ門１丁目,虎ノ門,"1-23-4 Toranomon, Minato-ku,Tokyo,Tokyo-to,105-0001",35.667233,139.749697,Andaz Tokyo Toranomon Hills - a concept by Hyatt,5,164,https://www.hotels.com/ho452693
港区,浜松町１丁目,,"1-24 Hamamatsucho, Minato-ku,Tokyo,Tokyo,105-0013",35.657332,139.756331,Henn na Hotel Tokyo Hamamatsucho,3,118,https://www.hotels.com/ho643937664
港区,浜松町１丁目,,"1-25-10, Hamamatsucho,Tokyo,Tokyo,105-0013",35.657397,139.755725,nine hours Hamamatsucho,2.5,205,https://www.hotels.com/ho1318832384
港区,新橋１丁目,,"1-2-6 Shimbashi, Minato City ,Tokyo,Tokyo,105-0004",35.668543,139.75796,Daiichi Hotel Tokyo,4,278,https://www.hotels.com/ho219118
港区,芝大門１丁目,,"1-2-7 Shiba-Daimon,Tokyo,Tokyo-to,105-0012",35.659581,139.754533,Sotetsu Fresa Inn Hamamatsucho Daimon,3,190,https://www.hotels.com/ho395663
港区,東麻布１丁目,,"1-29-20 Higashiazabu,Tokyo,,106-0044",35.65546,139.74213,HOSTEL & COFFEE SHOP ZABUTTON,2,5,https://www.hotels.com/ho768445984
港区,芝浦１丁目,,"1-3-10 Shibaura, Minato-ku,Tokyo,Tokyo-to,105-0023",35.64977,139.75573,Chisun Hotel Hamamatsucho,3,304,https://www.hotels.com/ho257347
港区,六本木１丁目,六本木,"1-5- Roppongi,Tokyo,Tokyo,106-0032",35.664787,139.740774,Expedia Ryokan,0,25,https://www.hotels.com/ho1328480672
港区,芝公園１丁目,,"1-5-10 Shiba Koen, Minato-ku,Tokyo,Tokyo-to,105-0011",35.65863,139.75253,Shiba Park Hotel,3.5,269,https://www.hotels.com/ho113908
港区,麻布十番１丁目,,"1-5-23, Azabujuban, Minato-ku,Tokyo,Tokyo,1060045",35.656679,139.733757,The Lively Azabujuban Tokyo,3,62,https://www.hotels.com/ho1224169824
港区,六本木１丁目,六本木,"1-6-2 Roppongi, Minato-ku,Tokyo,Tokyo-to,106-0032",35.664366,139.738844,Hotel Villa Fontaine Grand Tokyo-Roppongi,3.5,189,https://www.hotels.com/ho328307
港区,東新橋１丁目,虎ノ門広域,"1-6-3 Higashi-Shimbashi, Minato-ku,Tokyo,Tokyo,105-8333",35.66408,139.76092,The Royal Park Hotel Iconic Tokyo Shiodome,4,490,https://www.hotels.com/ho205955
港区,芝１丁目,,"1-6-5 Shiba, Minato-ku,Tokyo,Tokyo-to,105-0014",35.652036,139.755121,Hotel Villa Fontaine Tokyo-Hamamatsucho,3,119,https://www.hotels.com/ho328214
港区,愛宕１丁目,虎ノ門,"1-6-6 Atago,Tokyo,Tokyo-to,105-0002",35.66527,139.74962,Tokyo Toranomon Tokyu REI Hotel,3,431,https://www.hotels.com/ho144190
港区,新橋１丁目,,"1-6-6 Shimbashi, Minato-ku,Tokyo,Tokyo,105-0004",35.667005,139.761513,karaksa hotel premier Tokyo Ginza,3.5,57,https://www.hotels.com/ho921269856
港区,東新橋１丁目,虎ノ門広域,"1-7-1 Higashi-Shimbashi, Minato-ku,Tokyo,Tokyo,105-7227",35.6635,139.75965,Park Hotel Tokyo,4,270,https://www.hotels.com/ho208182
港区,南麻布１丁目,,"1-7-37 Minamiazabu, Minato-ku,Tokyo,Tokyo,106-0047",35.651896,139.736728,OLYMPIC INN AZABU,3,85,https://www.hotels.com/ho659543008
港区,湊１丁目,,"1-7-6 Minato, Chuo City, Tokyo,104-0045",35.672917,139.780114,Tokyo Sakurako Hatchobori,3,8,https://www.hotels.com/ho1258296032
港区,芝１丁目,,"1-8-18 Shiba,Tokyo,Tokyo-to,105-0014",35.650846,139.755224,Kuretake Inn Premium Hamamatsucho,3,40,https://www.hotels.com/ho365070
港区,東麻布１丁目,,"1-8-2, HIGASHI-AZABU,Tokyo,TOKYO,106-0044",35.65707,139.74318,NIBUNNO,3,2,https://www.hotels.com/ho867354496
港区,浜松町１丁目,,"1-8-5 Hamamatsucho,Tokyo,Tokyo-to,105-0013",35.65916,139.756562,HOTEL MYSTAYS PREMIER Hamamatsucho,3.5,120,https://www.hotels.com/ho415966
港区,台場１丁目,,"1-9-1 Daiba, Minato-ku,Tokyo,,135-8625",35.62692,139.770814,Hilton Tokyo Odaiba,4.5,453,https://www.hotels.com/ho127950
港区,東新橋１丁目,虎ノ門広域,"1-9-1 Higashi-Shinbashi, Minato-ku,Tokyo,Tokyo-to,105-7337",35.66341,139.76136,Conrad Tokyo,5,290,https://www.hotels.com/ho231056
港区,東新橋１丁目,虎ノ門広域,"1-9-2 Higashi-Shinbashi, Minato-ku,Tokyo,Tokyo-to,105-0021",35.661877,139.759296,Hotel Villa Fontaine Grand Tokyo-Shiodome,3.5,497,https://www.hotels.com/ho328480
港区,西新橋１丁目,虎ノ門,"1-11-6 Nishishinbashi,Tokyo,Tokyo,105-0003",35.668431,139.753119,IT1 - Nishishinbashi Building,3,10,https://www.hotels.com/ho1658706944
港区,浜松町１丁目,,"1-16-9 Hamamatsucho,Tokyo,Tokyo-to,105-0013",35.658059,139.756772,BAY HOTEL Tokyo Hamamatsucho,2.5,95,https://www.hotels.com/ho1457061184
港区,西麻布１丁目,,"1-3-2 Nishiazabu,Tokyo,Tokyo,106-0031",35.66243,139.726993,Hotel Glanz Cascata,3,26,https://www.hotels.com/ho1504635264
港区,六本木１丁目,六本木,"1-4-5 Roppongi,Tokyo,Tokyo-to,106-0032",35.665606,139.739417,Japan Payment & Billing Test 03,0,12,https://www.hotels.com/ho1445681216
港区,六本木１丁目,六本木,"1-9-10 Roppongi,Tokyo,Tokyo,105-0001",35.663311,139.741799,Neppan Training OBP - Test Property,3,10,https://www.hotels.com/ho1442327328
港区,赤坂７丁目,赤坂,"7-6-13 Akasaka, Minato-ku,Tokyo,Tokyo-to,107-0052",35.67155,139.73305,the b akasaka,3.5,162,https://www.hotels.com/ho228058
港区,赤坂６丁目,赤坂,"6-3-17 Akasaka, Minato-ku,Tokyo,Tokyo-to,107-0052",35.67128,139.73541,Sotetsu Fresa Inn Tokyo-Akasaka,3,139,https://www.hotels.com/ho251725
港区,虎ノ門２丁目,虎ノ門,"2-10-4 Toranomon, Minato-ku,Tokyo,Tokyo,105-0001",35.666957,139.744206,The Okura Tokyo,5,508,https://www.hotels.com/ho1067678368
港区,新橋２丁目,,"2-11-9, Shimbashi,Tokyo,Tokyo,105-0004",35.667252,139.755184,Shimbashi Urban Hotel,3,48,https://www.hotels.com/ho1154046880
港区,赤坂６丁目,赤坂,"6-2-13, Akasaka, Minato-ku,Tokyo,,107-0052",35.671416,139.73663,Keio Presso Inn Akasaka,3,157,https://www.hotels.com/ho672344
港区,赤坂６丁目,赤坂,"6-15-17 Akasaka,Tokyo,Tokyo-to,107-0052",35.669295,139.732557,Marroad Inn Akasaka,3,264,https://www.hotels.com/ho484723
港区,北青山２丁目,,"2-14 Kitaaoyama,Tokyo,Tokyo,107-0061",35.669529,139.71595,THE AOYAMA GRAND HOTEL,3.5,42,https://www.hotels.com/ho1504552352
港区,赤坂６丁目,赤坂,"6-14-12 Akasaka, Minato-ku,Tokyo,Tokyo-to,107-0052",35.66959,139.732967,Akasaka Yoko Hotel,3,235,https://www.hotels.com/ho399516
港区,東新橋２丁目,虎ノ門広域,"2-14-24 Higashi-Shimbashi,Tokyo,Tokyo-to,105-0021",35.660207,139.756739,Mitsui Garden Hotel Shiodome Italia-gai,3.5,372,https://www.hotels.com/ho338863
港区,永田町２丁目,赤坂,"2-14-3 Nagata-cho, Chiyoda-ku,Tokyo,Tokyo-to,100-0014",35.677265,139.737178,Akasaka Excel Hotel Tokyu,3.5,487,https://www.hotels.com/ho177544
港区,赤坂６丁目,赤坂,"6-13-5 Akasaka, Minato-ku,Tokyo,Tokyo (prefecture),107-0052",35.6699,139.735,Kaisu,2,1,https://www.hotels.com/ho1509609376
港区,新橋２丁目,,"2-15-17, Shimbashi, Minato-ku,Tokyo,Tokyo (prefecture),105-0004",35.666482,139.756065,Check In Shimbashi,3,1,https://www.hotels.com/ho1179045120
港区,新橋３丁目,,"3-21-6 Shinbashi,Tokyo,Tokyo-to,105-0004",35.664917,139.758146,Capsule Hotel Anshin Oyado Shinbashi,1.5,176,https://www.hotels.com/ho481858
港区,高輪２丁目,,"2-16-29 Takanawa, Minato-ku,Tokyo,Tokyo,108-0074",35.63826,139.739385,Tokyu Stay Takanawa Sengakuji Ekimae,3,177,https://www.hotels.com/ho647431008
港区,高輪２丁目,,"2-16-30, Takanawa,Tokyo,Tokyo-to,108-0074",35.638024,139.739416,APA Hotel Shinagawa Sengakuji-Ekimae,3,563,https://www.hotels.com/ho545073
港区,赤坂６丁目,赤坂,"6-13-5 Akasaka, Minato,Tokyo,Tokyo,107-0052",35.66992,139.73455,KAISU - Hostel,2,5,https://www.hotels.com/ho1045743456
港区,芝２丁目,,"2-20-12 Shiba,Tokyo,Tokyo-to,105-0014",35.651861,139.749838,Mita Kaikan,2.5,108,https://www.hotels.com/ho430286
港区,浜松町２丁目,,"2-2-1 Hamamatsucho,Tokyo,Tokyo,105-0013",35.655449,139.75476,Super Hotel Tokyo Hamamatsucho ,3,99,https://www.hotels.com/ho1173381952
港区,麻布十番２丁目,,"2-21-3 Azabu Juban,Tokyo,,106-0045",35.654453,139.736879,HOTEL THE GLANZ,3,21,https://www.hotels.com/ho629896384
港区,東麻布２丁目,,"2-22-6 Higashi Azabu,Tokyo,,106-0044",35.656753,139.741149,Book Tea Bed AZABU-JUBAN - Hostel,2,34,https://www.hotels.com/ho623929952
港区,東麻布２丁目,,"2-26-8, Higashiazabu, Minato-ku,Tokyo,Tokyo,1060044",35.656208,139.740993,hotel azabu ten,4,9,https://www.hotels.com/ho1239030144
港区,南青山２丁目,,"2-27-6 Minamiaoyama,Tokyo,Tokyo,107-0062",35.669346,139.717082,The Micro Museum Hostel Aoyama,1,24,https://www.hotels.com/ho1463397120
港区,六本木２丁目,六本木,"2-3-11 Roppongi,Tokyo,Tokyo,106-0032",35.666299,139.737329,APA HOTEL Roppongi Six,3,1001,https://www.hotels.com/ho1662096736
港区,芝２丁目,,"2-31-17 Shiba, Minato-ku,Tokyo,Tokyo (prefecture),105-0014",35.649916,139.751292,Super Hotel Tokyo Shiba,3,1,https://www.hotels.com/ho1177039936
港区,芝公園２丁目,,"2-3-4 Shibakoen, Minato-ku,Tokyo,Tokyo,105-0011",35.657012,139.752274,Richmond Hotel Tokyo Shiba,3,105,https://www.hotels.com/ho667056992
港区,六本木２丁目,六本木,"2-3-9 Roppongi,Tokyo,Tokyo-to,106-0032",35.666353,139.737758,APA Hotel Roppongi Itchome Ekimae,3,142,https://www.hotels.com/ho403191
港区,芝２丁目,,"2-5-2, Shiba,Tokyo,Tokyo-to,105-0014",35.653125,139.751316,Tokyo Grand Hotel,3,156,https://www.hotels.com/ho343453
港区,芝公園２丁目,,"2-5-20, Shibakouen,Tokyo,Tokyo-to,105-8582",35.655674,139.750977,Hotel Mielparque Tokyo,3.5,122,https://www.hotels.com/ho396543
港区,台場１丁目,,"2-6-1 Daiba,Minato-ku,Tokyo,Tokyo-to,135-8701",35.62506,139.77168,Grand Nikko Tokyo Daiba,4.5,882,https://www.hotels.com/ho138781
港区,赤坂５丁目,赤坂,"5-2-33 Akasaka,Tokyo,Tokyo,107-0052",35.672358,139.732676,Fraser Suites Akasaka Tokyo,4,224,https://www.hotels.com/ho1341247712
港区,港南２丁目,,"26-32/F Shinagawa East One Tower, 2-16 Konan, Shinagawa City, Tokyo-to,108-0000",35.62783,139.74022,The Strings by InterContinental Tokyo,4.5,206,https://www.hotels.com/ho266494
港区,高輪２丁目,,"2-6-7 Takanawa,Tokyo,Tokyo,108-0074",35.6358,139.734,Koru Takanawa Gateway Hostel Cafe&Bar,2,3,https://www.hotels.com/ho1120615456
港区,西新橋２丁目,虎ノ門,"2-6-9, Nishishinbashi, Minato-ku,Tokyo,Tokyo-to,105-0003",35.666774,139.753199,APA Hotel Shimbashi Toranomon,3,153,https://www.hotels.com/ho449864
港区,北青山２丁目,,"2-7-13 Kita-Aoyama,Tokyo,,107-0061",35.670641,139.718071,Hotel Allamanda Aoyama Tokyo,4.5,42,https://www.hotels.com/ho599249
港区,赤坂４丁目,赤坂,"4-9-24 Akasaka,Tokyo,Tokyo-to,107-0052",35.67559,139.73265,Hotel Monterey Akasaka,3.5,196,https://www.hotels.com/ho251532
港区,南麻布２丁目,,"2-7-25 Minamiazabu, Minato,Tokyo,Tokyo,106-0047",35.647633,139.736894,Tokyo Kakan,2.5,8,https://www.hotels.com/ho1774125408
港区,東新橋２丁目,虎ノ門広域,"2-7-8, Higashi-Shinbashi,Tokyo,Tokyo,105-0021",35.661835,139.756605,Anshin Oyado Premier Shinbashi Shiodome,2.5,180,https://www.hotels.com/ho639835
港区,赤坂４丁目,赤坂,"4-7-16 Akasaka,Tokyo,Tokyo,107-0052",35.675652,139.734033,Akasaka Residence,3,11,https://www.hotels.com/ho1618642272
港区,赤坂４丁目,赤坂,"4-3-14 Akasaka, Minato-ku,Tokyo,Tokyo,107-0052",35.673835,139.735172,nine hours Akasaka,2.5,168,https://www.hotels.com/ho730579552
港区,芝３丁目,,"3-1-21 Shibaura,Tokyo,Tokyo,1088566",35.64547,139.74865,Pullman Tokyo Tamachi,4.5,143,https://www.hotels.com/ho950150176
港区,六本木３丁目,六本木,"3-10-1 Roppongi, Minato-ku,Tokyo,Tokyo,106-0032",35.66326,139.73361,Sotetsu Fresa Inn Tokyo-Roppongi,3,201,https://www.hotels.com/ho699885
港区,新橋３丁目,,"3-10-10, Shimbashi, Minato-ku,Tokyo,Tokyo (prefecture),105-0004",35.666083,139.75561,Annex Checkin Shimbashi,0,1,https://www.hotels.com/ho1168390144
港区,西新橋３丁目,虎ノ門,"3-10-7 Nishishinbashi Minatoku,Tokyo,Tokyo-to,105-0005",35.664338,139.751968,First Cabin Atagoyama,2,150,https://www.hotels.com/ho546981
港区,赤坂４丁目,赤坂,"4-3, Akasaka,Tokyo,Tokyo,107-0052",35.675187,139.735985,Hotel Vista Premio Tokyo Akasaka,3.5,140,https://www.hotels.com/ho719083456
港区,新橋３丁目,,"3-10-9 Shimbashi, Minato,Minato,Kanto,105-0004",35.666011,139.75561,Shimbashi Sambankan,2,1,https://www.hotels.com/ho381795456
港区,三田３丁目,,"3-11-26 Mita,Tokyo,Tokyo,108-0073",35.64065,139.74134,KEIKYU EX INN SHINAGAWA SENGAKUJI-STATION,3,120,https://www.hotels.com/ho926956928
港区,赤坂４丁目,赤坂,"4-2-4 Akasaka Minato-ku,Tokyo,Tokyo-to,107-0052",35.675741,139.735917,Centurion Cabin & Spa Ladies,1.5,32,https://www.hotels.com/ho506203
港区,赤坂４丁目,赤坂,"4-11-11 Akasaka,Tokyo,Tokyo,107-0052",35.673398,139.733346,Grants Akasaka,3,7,https://www.hotels.com/ho1365703648
港区,赤坂４丁目,赤坂,"4-10-21 Akasaka, Minato City, Tokyo 107-0052",35.673644,139.732447,Value Add Properties Akasaka Terraced House 42sqm Aoyama Akasaka Roppongi,0,1,https://www.hotels.com/ho1456041632
港区,高輪３丁目,,"3-13-1 Takanawa Minato,Tokyo,Tokyo,108-0074",35.63005,139.733491,Grand Prince Hotel Shin Takanawa,4,938,https://www.hotels.com/ho116523
港区,高輪３丁目,,"3-13-1 Takanawa Minato,Tokyo,Tokyo-to,108-8612",35.632057,139.735421,Grand Prince Hotel Takanawa,4,392,https://www.hotels.com/ho116521
港区,高輪３丁目,,"3-13-1 Takanawa,Tokyo,Tokyo-to,108-8612",35.63091,139.73598,"The Prince Sakura Tower Tokyo, Autograph Collection",4.5,288,https://www.hotels.com/ho145443
港区,高輪３丁目,,"3-13-3 Takanawa, Minato-ku,Tokyo,,108-0074",35.629821,139.736328,KEIKYU EX HOTEL SHINAGAWA (EX KEIKYU EX INN Shinagawa-Station),3,525,https://www.hotels.com/ho692305
港区,芝３丁目,,"3-14-21 Shibaura Minato-ku,Tokyo,Tokyo-to,108-0023",35.642816,139.747783,Sotetsu Fresa Inn Tokyo-Tamachi,3,139,https://www.hotels.com/ho422806
