指標名,世界トップ企業,,,,,,,,,,,,,,,,,,,
出典,Forbes/Fortune,,,,,,,,,,,,,,,,,,,
年次,2020年,,,,,,,,,,,,,,,,,,,
URL,https://www.forbes.com/global2000/list/#country:Japan、https://fortune.com/global500/2020/search/,,,,,,,,,,,,,,,,,,,
備考,昨年157件。今年165件。（品川区、江東区追加）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Forbes,,,,,Fortune,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名（英語）,企業名,ランキング名,Rank,Sales,Profits,Assets,Market Value,Revenues ($M),Profits ($M),Assets ($M),Revenue Percent Change,Profits Percent Change,Employees,Change in Rank
港区,芝大門１丁目,-,東京都港区芝大門１丁目１３－９,35.6572286,139.7532056,Showa Denko,昭和電工株式会社,Forbes Global 2020,1620,$8.3 B,$670.5 M,$9.9 B,$3.2 B,-,-,-,-,-,-,-
港区,芝５丁目,-,東京都港区芝五丁目７番１号,35.6494278,139.7479402,NEC,日本電気株式会社,Forbes Global 2020,643,$28 B,$761.9 M,$28 B,$10.1 B,-,-,-,-,-,-,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目１番２１号,35.6450666,139.7492076,Mitsubishi Motors,三菱自動車工業株式会社,Forbes Global 2020,1172,$21.9 B,$476.5 M,$17.7 B,$4.2 B,-,-,-,-,-,-,-
港区,芝浦１丁目,-,東京都港区芝浦一丁目１番１号,35.6516383,139.757975,Cosmo Energy Holdings,コスモエネルギーホールディングス株式会社,Forbes Global 2020,1266,$24.9 B,$402 M,$16.6 B,$1.3 B,-,-,-,-,-,-,-
港区,芝浦３丁目,-,東京都港区芝浦３丁目１番２１号,35.6450666,139.7492076,Mitsubishi,三菱自動車工業株式会社,Forbes Global 2020,104,$140.8 B,$4.8 B,$167 B,$32.4 B,-,-,-,-,-,-,-
港区,芝浦１丁目,-,東京都港区芝浦１丁目１－１　,35.6516383,139.757975,Toshiba,株式会社 東芝,Fortune Global 2020,-,-,-,-,-,31179.2,-1054.4,31307.8,-6.4,-111.5,125648,-31
港区,芝浦１丁目,-,東京都港区芝浦１－１－１,35.6516383,139.757975,Toshiba,株式会社 東芝,Forbes Global 2020,818,$32.2 B,$-1.4 B,$33.1 B,$11.4 B,-,-,-,-,-,-,-
港区,芝５丁目,-,東京都港区芝５丁目７－１　,35.6494278,139.7479402,NEC,日本電気株式会社,Fortune Global 2020,-,-,-,-,-,28469.2,919.5,28900.3,8.3,153.6,112638,20
港区,芝５丁目,-,東京都港区芝５丁目３７－８　バンダイナムコ未来研究所,35.6446437,139.7445313,Bandai Namco Holdings,株式会社バンダイナムコホールディングス,Forbes Global 2020,1330,$6.8 B,$576 M,$5.7 B,$11.2 B,-,-,-,-,-,-,-
港区,芝３丁目,-,東京都港区芝３丁目８番２号,35.6523834,139.7474286,Tosoh,東ソー株式会社,Forbes Global 2020,1775,$7.4 B,$623.9 M,$8.2 B,$4 B,-,-,-,-,-,-,-
港区,芝２丁目,-,東京都港区芝２丁目３２番１号,35.6503104,139.749694,Haseko,株式会社 長谷工コーポレーション,Forbes Global 2020,1741,$7.8 B,$609.2 M,$6.8 B,$3.3 B,-,-,-,-,-,-,-
港区,三田３丁目,-,"東京都港区三田３－５－２７
住友不動産三田ツインビル西館",35.6439037,139.7423703,Unicharm,ユニ・チャーム株式会社,Forbes Global 2020,1296,$6.6 B,$423 M,$8 B,$22 B,-,-,-,-,-,-,-
港区,高輪４丁目,-,東京都港区高輪４丁目８番３号,35.6290942,139.7336894,Koito Manufacturing,株式会社小糸製作所,Forbes Global 2020,1614,$7.5 B,$600.7 M,$6.9 B,$6.1 B,-,-,-,-,-,-,-
港区,港南２丁目,-,東京都港区港南二丁目３番１３号,35.6290302,139.7442169,Toyota Tsusho,豊田通商株式会社,Forbes Global 2020,508,$61.6 B,$1.2 B,$42.1 B,$8.5 B,-,-,-,-,-,-,-
港区,港南２丁目,-,東京都港区港南二丁目１６番１号,35.6277877,139.7407476,Daito Trust Construction,大東建託株式会社,Forbes Global 2020,1225,$14.3 B,$714.4 M,$7.2 B,$6 B,-,-,-,-,-,-,-
港区,港南２丁目,-,東京都港区港南２丁目１５番２号　,35.6261505,139.7420602,Obayashi,株式会社大林組,Forbes Global 2020,799,$18.9 B,$1.2 B,$20.8 B,$6.4 B,-,-,-,-,-,-,-
港区,港南１丁目,-,東京都港区港南１－７－１,35.6311111,139.7438574,Sony,ソニー株式会社,Forbes Global 2020,58,$79.2 B,$6 B,$208.3 B,$78.7 B,-,-,-,-,-,-,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門２丁目１番１号,35.6698495,139.7468726,Mitsui OSK Lines,株式会社 商船三井,Forbes Global 2020,1652,$10.6 B,$300 M,$19.4 B,$2.1 B,-,-,-,-,-,-,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門２丁目１０番４号,35.667087,139.745524,Sekisui Chemical,積水化学工業株式会社,Forbes Global 2020,1541,$10.4 B,$542 M,$10.2 B,$5.9 B,-,-,-,-,-,-,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門２丁目２－１,35.669469,139.7458423,Japan Tobacco,日本たばこ産業株式会社,Forbes Global 2020,283,$20 B,$3.2 B,$51.1 B,$33.4 B,-,-,-,-,-,-,-
港区,元赤坂１丁目,赤坂,東京都港区元赤坂１－３－１,35.6773105,139.734376,Kajima,鹿島建設株式会社,Forbes Global 2020,931,$18.4 B,$891.2 M,$20.2 B,$5.4 B,-,-,-,-,-,-,-
港区,海岸１丁目,-,東京都港区海岸１丁目１４丁目５,35.6543602,139.7616581,Kawasaki Heavy Industries,川崎重工業株式会社,Forbes Global 2020,1510,$15 B,$191.1 M,$18.9 B,$2.6 B,-,-,-,-,-,-,-
港区,海岸１丁目,-,東京都港区海岸１－５－２０,35.6534496,139.7585542,Tokyo Gas,東京ガス株式会社,Forbes Global 2020,930,$17.7 B,$399 M,$23.5 B,$9.7 B,-,-,-,-,-,-,-
江東区,木場１丁目,-,東京都江東区木場１丁目５番６５号　深川ギャザリア　Ｗ２棟,35.6673299,139.8032711,Resona Holdings,株式会社りそなホールディングス,Forbes Global 2020,654,$7.6 B,$1.3 B,$549.5 B,$7.2 B,-,-,-,-,-,-,-
江東区,豊洲３丁目,-,東京都江東区豊洲３丁目２番２４号,35.6575871,139.7949702,Renesas Electronics,ルネサス エレクトロニクス株式会社,Forbes Global 2020,1660,$6.9 B,$141.4 M,$15.4 B,$9.3 B,-,-,-,-,-,-,-
江東区,豊洲３丁目,-,東京都江東区豊洲３丁目１丁目１　豊洲ＩＨＩビル,35.6592138,139.7933559,IHI,株式会社IHI ,Forbes Global 2020,1710,$12.5 B,$36.3 M,$15.7 B,$1.9 B,-,-,-,-,-,-,-
江東区,大島２丁目,-,東京都江東区大島２丁目１－１,35.6896454,139.8211196,Lixil Group,株式会社 LIXILグループ,Forbes Global 2020,1429,$17 B,$-216.8 M,$20.3 B,$3.5 B,-,-,-,-,-,-,-
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷２－４４－１,35.6790209,139.6753518,Terumo,テルモ株式会社,Forbes Global 2020,1053,$5.7 B,$824.4 M,$10.9 B,$25.1 B,-,-,-,-,-,-,-
渋谷区,南平台町,-,東京都渋谷区南平台町５－６,35.654937,139.6978157,Tokyu,東急株式会社,Forbes Global 2020,979,$10.7 B,$523.6 M,$23.2 B,$9.2 B,-,-,-,-,-,-,-
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂１丁目２１－１　渋谷ソラスタ,35.6563941,139.6965766,Tokyu Fudosan,東急不動産ホールディングス株式会社,Forbes Global 2020,1688,$8.4 B,$315.6 M,$23.6 B,$3.6 B,-,-,-,-,-,-,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木２丁目２番２号,35.6873224,139.7000546,East Japan Railway,東日本旅客鉄道株式会社,Forbes Global 2020,261,$27.1 B,$1.8 B,$79.1 B,$27.8 B,-,-,-,-,-,-,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木２丁目２－２　,35.6873224,139.7000546,East Japan Railway,東日本旅客鉄道株式会社,Fortune Global 2020,-,-,-,-,-,27102.4,1825.1,78995.6,0.1,-31.5,85114,-12
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１丁目５番１号,35.6713259,139.7071204,Secom,セコム株式会社,Forbes Global 2020,793,$9.7 B,$828.6 M,$16.6 B,$18.4 B,-,-,-,-,-,-,-
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１丁目２０－８　,35.6467873,139.7133927,Subaru,株式会社SUBARU,Fortune Global 2020,-,-,-,-,-,30758.2,1403.5,30479.4,8.1,10,35045,35
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－２０－８　エビススバルビル,35.6468153,139.7132986,Subaru,株式会社SUBARU,Forbes Global 2020,479,$30 B,$1.3 B,$29.1 B,$15.6 B,-,-,-,-,-,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿二丁目４番１号,35.6880367,139.6935125,Sumitomo Realty,住友不動産株式会社,Forbes Global 2020,591,$9.3 B,$1.3 B,$47.8 B,$12.9 B,-,-,-,-,-,-,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－１０－１　日土地西新宿ビル　２０Ｆ,35.6946035,139.6907535,Hoya,HOYA株式会社,Forbes Global 2020,971,$5.3 B,$1.1 B,$7.5 B,$34.7 B,-,-,-,-,-,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２－３－１　新宿モノリス,35.6886159,139.6945675,Olympus,オリンパス株式会社,Forbes Global 2020,1117,$7.4 B,$557.3 M,$9.1 B,$20.7 B,-,-,-,-,-,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６－１　,35.692722,139.696111,Sompo Holdings,ＳＯＭＰＯホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,34586.9,1126.9,110834.1,5.3,-14.8,47535,14
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６－１,35.6926966,139.6961094,Sompo,ＳＯＭＰＯホールディングス株式会社,Forbes Global 2020,360,$32.8 B,$1.3 B,$111.8 B,$11.9 B,-,-,-,-,-,-,-
新宿区,新宿５丁目,-,東京都新宿区新宿５丁目９番２号,35.6920082,139.7088086,Tokyo Kiraboshi Financial Group,株式会社東京きらぼしフィナンシャルグループ,Forbes Global 2020,1827,$719 M,$43.3 M,$52.1 B,$299 M,-,-,-,-,-,-,-
新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町１丁目１番１号,35.6956229,139.7310168,Dai Nippon Printing,大日本印刷株式会社,Forbes Global 2020,1533,$12.9 B,$238.3 M,$16.4 B,$6.2 B,-,-,-,-,-,-,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目１番２号,35.6735772,139.7591755,Asahi Kasei,旭化成株式会社,Forbes Global 2020,634,$19.9 B,$1.2 B,$24.9 B,$9.9 B,-,-,-,-,-,-,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１丁目１３－１　,35.6758374,139.7608173,Dai-ichi Life Holdings,第一生命保険株式会社,Fortune Global 2020,-,-,-,-,-,65433.6,298.3,555306.7,1,-85.3,63719,-12
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１丁目１３－１,35.6758374,139.7608173,Dai-ichi Life Insurance,第一生命保険株式会社,Forbes Global 2020,230,$62.6 B,$1.8 B,$560.8 B,$14.4 B,-,-,-,-,-,-,-
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋３丁目１０番１０号,35.7003223,139.7505414,KDDI,KDDI株式会社 ,Forbes Global 2020,122,$47.8 B,$5.9 B,$86.5 B,$66.9 B,-,-,-,-,-,-,-
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋３丁目１０－１０　,35.7003223,139.7505414,KDDI,KDDI株式会社 ,Fortune Global 2020,-,-,-,-,-,48170.6,5884.4,88647.6,5.1,5.6,44952,4
千代田区,飯田橋２丁目,-,東京都千代田区飯田橋２丁目１８番４号,35.6997801,139.7509224,Otsuka,株式会社大塚商会,Forbes Global 2020,1613,$8.2 B,$407.8 M,$4.2 B,$8.6 B,-,-,-,-,-,-,-
千代田区,二番町,-,東京都千代田区二番町８番地８,35.6858442,139.7340458,Seven & I Holdings,株式会社セブン＆アイ・ホールディングス,Forbes Global 2020,234,$61 B,$2 B,$55.6 B,$29.3 B,-,-,-,-,-,-,-
千代田区,内幸町２丁目,-,東京都千代田区内幸町２丁目２番３号,35.6703262,139.754314,JFE Holdings,ＪＦＥ（ジェイ エフ イー）ホールディングス株式会社,Forbes Global 2020,642,$34.9 B,$1.5 B,$45.4 B,$3.9 B,-,-,-,-,-,-,-
千代田区,内幸町２丁目,-,東京都千代田区内幸町２－１－１,35.6708719,139.7525433,Sojitz,双日株式会社,Forbes Global 2020,1107,$16.1 B,$559.4 M,$20.7 B,$2.9 B,-,-,-,-,-,-,-
千代田区,内幸町１丁目,-,東京都千代田区内幸町１丁目１番３号,35.6701058,139.7584308,Tokyo Electric Power,東京電力ホールディングス株式会社,Forbes Global 2020,427,$58.9 B,$5.2 B,$110.8 B,$5.4 B,-,-,-,-,-,-,-
千代田区,内幸町１丁目,-,東京都千代田区内幸町１丁目１－３　,35.6700996,139.7584339,Tokyo Electric Power,東京電力ホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,57407,466.4,110649.1,0.4,-77.8,37892,-10
千代田区,内幸町１丁目,-,東京都千代田区内幸町１丁目１－１　,35.6724703,139.7575803,JFE Holdings,ＪＦＥ（ジェイ エフ イー）ホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,34305,-1818.8,42991.8,-1.8,-223.3,64009,-9
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２丁目６番１号,35.6844088,139.7690676,Shin-Etsu Chemical,信越化学工業株式会社,Forbes Global 2020,355,$14.2 B,$2.9 B,$29.9 B,$46.7 B,-,-,-,-,-,-,-
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２丁目３番１号,35.6868588,139.7674372,Japan Post Holdings,日本郵政,Forbes Global 2020,72,$112.3 B,$4.7 B,"$2,680.2 B",$32.7 B,-,-,-,-,-,-,-
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２丁目３－２,35.687179,139.7680945,Sumitomo,株式会社三井住友銀行,Fortune Global 2020,-,-,-,-,-,48746.3,1576.1,75216,1.2,-45.5,72642,-7
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２丁目３－１　,35.6868588,139.7674372,Japan Post Holdings,日本郵政,Fortune Global 2020,-,-,-,-,-,109914.7,4449.3,2647343.8,-4.6,2.9,245472,-8
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目９－２　大手町フィナンシャルシティ　グランキューブ,35.6883257,139.7644093,Nomura Research Institute,株式会社野村総合研究所,Forbes Global 2020,1405,$4.9 B,$637.2 M,$4.9 B,$14.7 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目５番１号　大手町ファーストスクエア　イーストタワー,35.6857768,139.7640245,Nippon Telegraph & Tel,NTT（日本電信電話株式会社）,Forbes Global 2020,43,$109.6 B,$7.9 B,$211.1 B,$83 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目５－５　,35.6855124,139.7653975,Mizuho Financial Group,株式会社みずほフィナンシャルグループ ,Fortune Global 2020,-,-,-,-,-,36668.6,4125.8,1986296.6,3.6,373.7,57264,1
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目５－１　,35.6857035,139.7637435,Nippon Telegraph and Telephone,NTT（日本電信電話株式会社）,Fortune Global 2020,-,-,-,-,-,109447.7,7866.9,212955.8,2.1,2.1,319039,2
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目３番１号,35.6886919,139.7627992,Mitsui,三井物産株式会社,Forbes Global 2020,166,$65.5 B,$3.7 B,$114.3 B,$24.1 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目１番３号,35.6859664,139.7627356,Alfresa Holdings,アルフレッサ ホールディングス株式会社,Forbes Global 2020,1582,$24.8 B,$322.8 M,$13.1 B,$4.3 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目１番２号,35.6860641,139.7619933,JXTG Holdings,ＪＸＴＧホールディングス株式会社,Forbes Global 2020,321,$95.5 B,$1.5 B,$81.6 B,$11.5 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目１－２　,35.6860641,139.7619933,ENEOS Holdings,ENEOSホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,75897,-1728.7,74130.6,-8.3,-159.5,40983,-18
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目５–５,35.6855124,139.7653975,Mizuho Financial,株式会社みずほフィナンシャルグループ ,Forbes Global 2020,242,$35.9 B,$831.1 M,"$1,874.9 B",$29.8 B,-,-,-,-,-,-,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１－１－１　大手町パークビル,35.6866068,139.7628234,Mitsubishi Estate,三菱地所株式会社,Forbes Global 2020,483,$11.2 B,$1.1 B,$55.2 B,$22.3 B,-,-,-,-,-,-,-
千代田区,神田練塀町,-,東京都千代田区神田練塀町３,35.7003605,139.7740053,Tokyo Century,東京センチュリー株式会社,Forbes Global 2020,1069,$10.2 B,$475.6 M,$50.1 B,$4.2 B,-,-,-,-,-,-,-
千代田区,神田司町,-,東京都千代田区神田司町２－９,35.6935059,139.7669491,Otsuka Holding,大塚ホールディングス株式会社,Forbes Global 2020,580,$12.8 B,$1.2 B,$23.8 B,$21.6 B,-,-,-,-,-,-,-
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町３丁目３番２３号　,35.7002786,139.7523093,Fuyo General Lease,芙蓉総合リース株式会社 ,Forbes Global 2020,1911,$6.3 B,$259.9 M,$25.3 B,$1.5 B,-,-,-,-,-,-,-
千代田区,麹町６丁目,-,東京都千代田区麹町６丁目１－１,35.6846425,139.7326021,Aozora Bank,株式会社あおぞら銀行,Forbes Global 2020,1798,$1.5 B,$331.7 M,$50.8 B,$2.1 B,-,-,-,-,-,-,-
千代田区,麹町５丁目,-,東京都千代田区麹町５丁目２番地１,35.684515,139.7348052,Orient,株式会社オリエントコーポレーション,Forbes Global 2020,1828,$2.2 B,$211 M,$51.6 B,$2 B,-,-,-,-,-,-,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内三丁目２番３号,35.6776993,139.7617349,Mitsubishi Heavy Industries,三菱重工業株式会社,Forbes Global 2020,481,$37 B,$1.5 B,$51 B,$8.7 B,-,-,-,-,-,-,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内三丁目１番１号,35.6767601,139.7611088,Idemitsu Kosan,出光興産株式会社,Forbes Global 2020,818,$51.8 B,$409.1 M,$38 B,$6.8 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目９番１号,35.6817299,139.7661852,Daiwa Securities,大和証券株式会社,Forbes Global 2020,914,$6.5 B,$573.3 M,$224.6 B,$6.4 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目５番１号,35.6825434,139.7642869,AGC,AGC株式会社,Forbes Global 2020,1250,$13.9 B,$407.6 M,$21.5 B,$5.6 B,-,-,-,-,-,-,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目２番３号,35.6776993,139.7617349,Mitsubishi Materials,三菱マテリアル株式会社,Forbes Global 2020,1556,$13.9 B,$-13.5 M,$18.3 B,$2.7 B,-,-,-,-,-,-,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目２－３　,35.6776993,139.7617349,Mitsubishi Heavy Industries,三菱重工業株式会社,Fortune Global 2020,-,-,-,-,-,37171.5,801.3,46133.9,1.1,-12.3,81631,-5
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目１－１　,35.6767601,139.7611088,Idemitsu Kosan,a,Fortune Global 2020,-,-,-,-,-,48892,-211,35966.9,39.3,-128.7,16020,118
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目７－３　,35.6786068,139.7649357,Mitsubishi Electric,三菱電機株式会社,Fortune Global 2020,-,-,-,-,-,41045,2040.4,40804.8,0.7,-0.2,146518,0
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目７－１　,35.6786091,139.7643294,Mitsubishi UFJ Financial Group,三菱UFJフィナンシャル・グループ,Fortune Global 2020,-,-,-,-,-,67135,4857.8,3114383.1,11.1,-38.3,138570,5
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目６－１　,35.6785703,139.7625325,Nippon Steel Corporation,日鉄物産株式会社,Fortune Global 2020,-,-,-,-,-,54464.6,-3968.9,68890.2,-2.3,-275.2,116462,-12
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目３番２号　郵船ビル,35.6815204,139.7629186,Nippon Yusen,日本郵船株式会社,Forbes Global 2020,1496,$15.6 B,$-156.4 M,$18.8 B,$2.3 B,-,-,-,-,-,-,-
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目３－１　,35.6810548,139.7625671,Mitsubishi,三菱自動車工業株式会社,Fortune Global 2020,-,-,-,-,-,135940.2,4924,167018.2,-6.4,-7.6,86098,-9
