指標名,ホテル,,,,,,,,
出典,Hotels.com,,,,,,,,
年次,GPCI2019,,,,,,,,
URL,https://hotels.com/,,,,,,,,
備考,GPCI2019データ、そのためホテル名や住所が英語表記,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,室数,ホテルURL
渋谷区,本町３丁目,-,"3-18-7, Honmachi, shibuya ku, Tokyo, tokyo, 151-0071, Japan",35.690533,139.683945,Tokyo Urban Flat Hotel 101,3,1,https://www.hotels.com/ho1066243008/
港区,北青山２丁目,-,"2-7-13 Kita-Aoyama, Minato-ku, Tokyo, 107-0061, Japan",35.670641,139.718071,Hotel Allamanda Aoyama Tokyo,4.5,42,https://www.hotels.com/ho599249/
新宿区,片町,-,"5-3 Katamachi, Shinjuku-ku, Tokyo, Tokyo, 160-0001, Japan",35.692418,139.724399,Ace Inn Shinjuku,1,112,https://www.hotels.com/ho738315424/
新宿区,片町,-,"6-8 Kata-machi, Shinjuku-ku,, Tokyo, Tokyo (prefecture), 160-0001, Japan",35.692776,139.7248,Hotel Bougainvillea Akebonobashi,-,106,https://www.hotels.com/ho313838560/
千代田区,平河町２丁目,-,"2-4-1 Hirakawa-cho, Chiyoda-ku, Tokyo, Tokyo-to, 102-0093, Japan",35.681147,139.738312,Toshi Center Hotel Tokyo,3.5,327,https://www.hotels.com/ho347538/
千代田区,平河町２丁目,-,"2-16-15 Hirakawa-cho, Tokyo, Tokyo, 102-0093, Japan",35.6792,139.741,The Kitano Hotel Tokyo,4,72,https://www.hotels.com/ho1157371904/
千代田区,平河町１丁目,-,"1-3-5, Hirakawacho, Chiyoda-ku, Tokyo, Tokyo-to, 102-0093, Japan",35.682951,139.739874,APA Hotel Hanzomon Hirakawacho,3,231,https://www.hotels.com/ho456836/
新宿区,富久町,-,"1-28-13 Shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0022, Japan",35.691208,139.713147,Citadines Shinjuku Tokyo,3.5,160,https://www.hotels.com/ho310579/
港区,浜松町１丁目,-,"1-19-14 Hamamatsucho, Minato-ku, Tokyo, 105-0013, Japan",35.658067,139.75567,Meitetsu Inn Hamamatsucho,3,144,https://www.hotels.com/ho604022/
港区,浜松町１丁目,-,"1-24 Hamamatsucho, Minato-ku, Tokyo, Tokyo, 105-0013, Japan",35.657332,139.756331,Henn na Hotel Tokyo Hamamatsucho,2.5,118,https://www.hotels.com/ho643937664/
港区,浜松町１丁目,-,"1-8-5 Hamamatsucho, Tokyo, Tokyo-to, 105-0013, Japan",35.65916,139.756562,HOTEL MYSTAYS PREMIER Hamamatsucho,3.5,120,https://www.hotels.com/ho415966/
港区,浜松町１丁目,-,"1-16-11 Hamamatsucho, Tokyo, 105-0013, Japan",35.658109,139.756441,MusBee Tokyo Hamamatsucho,3,29,https://www.hotels.com/ho700393088/
新宿区,百人町２丁目,-,"2-27-7 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",35.702267,139.695143,HUNDRED STAY Tokyo Shinjuku,4,106,https://www.hotels.com/ho365023/
新宿区,百人町２丁目,-,"2-15-1, Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",35.701628,139.698686,Tokyo Plaza Hotel,3,46,https://www.hotels.com/ho398436/
新宿区,百人町２丁目,-,"2-15-10 Hyakunincho, Shinjuku-ku, Tokyo, 169-0073, Japan",35.702811,139.698578,Business Hotel Shin-Okubo Sekitei,2.5,11,https://www.hotels.com/ho620430/
新宿区,百人町２丁目,-,"2-8-5 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",35.703044,139.69933,Hotel Hanabi,2.5,27,https://www.hotels.com/ho424940/
新宿区,百人町２丁目,-,"2-11-7 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",35.702124,139.698798,Haru Hotel,2.5,14,https://www.hotels.com/ho425414/
新宿区,百人町２丁目,-,"2-22-2 Hyakunincho Shinjuku-ku, Tokyo, 1690073, Japan",35.703638,139.697518,bmj Shinjuku Okubo,2.5,8,https://www.hotels.com/ho627108448/
新宿区,百人町２丁目,-,"1-4-15 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to , 169-0073, Japan",35.701355,139.701785,nine hours Shinjuku-North,2,206,https://www.hotels.com/ho658712/
新宿区,百人町２丁目,-,"2-20-24 Hyakunin-cho, Shinjyuku-ku, Tokyo, Tokyo, 169-0073, Japan",35.70197,139.69794,HOTEL NAKAYAMA,2.5,18,https://www.hotels.com/ho801957280/
新宿区,百人町１丁目,-,"1-15-33 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",35.699996,139.698985,Hotel Empire in Shinjuku,2.5,30,https://www.hotels.com/ho403867/
新宿区,百人町１丁目,-,"1-23-21, Hyakunincho, Shinjuku-ku, Tokyo, Tokyo, Japan",35.699673,139.697739,bnb+ Shinjuku Castle - Hostel,1,24,https://www.hotels.com/ho653230400/
新宿区,百人町１丁目,-,"1-23-14 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo, 169-0073, Japan",35.700106,139.697351,HOLIDAY VIEW INN - Hostel,1,14,https://www.hotels.com/ho639609888/
新宿区,百人町１丁目,-,"1-6-7 Hyakunin Chou, Tokyo, Tokyo, 169-0073, Japan",35.700104,139.700846,HOTEL PetitBALI GARDEN Shin-Okubo – Adult Only,3,29,https://www.hotels.com/ho1225963136/
新宿区,百人町１丁目,-,"1-2-3 Hyakunincho, Shinjuku, Tokyo, 169-0073, Japan",35.699171,139.701386,Best Hotel,2.5,22,https://www.hotels.com/ho668631/
新宿区,百人町１丁目,-,"1-5-19 Hyakunincho, Tokyo, Tokyo, 169-0073, Japan",35.69936,139.701421,Cen DIVERSITY HOTEL & CAFE,2.5,44,https://www.hotels.com/ho1189127424/
新宿区,百人町１丁目,-,"1-15-8 Hyakunincho, Shinjuku, Tokyo, Tokyo, 169-0073, Japan",35.7003,139.698439,Hotel Blue Empire in Shinjuku,2.5,14,https://www.hotels.com/ho1023949376/
新宿区,百人町１丁目,-,"1-10-1 Hyakunincho, Tokyo, Tokyo, 169-0073, Japan",35.699701,139.700009,Female Only Shinjuku North Hotel,2.5,23,https://www.hotels.com/ho1215525760/
新宿区,百人町１丁目,-,"1-8-17 Shinjuku, Hyakunincho, Tokyo, Tokyo, 169-0073, Japan",35.699272,139.700873,The GLOBAL HOTEL TOKYO,2.5,74,https://www.hotels.com/ho771215552/
新宿区,百人町１丁目,-,"1-1-22 Hyakunin-cho Shinjuku, Tokyo, Tokyo-to, 169-0073, Japan",35.699132,139.702135,Hikari House - Hostel,2,17,https://www.hotels.com/ho480731/
新宿区,百人町１丁目,-,"Hyakunin-cho 1 Chome-16-22, Tokyo, Tokyo, 169-0073, Japan",35.700596,139.698485,YOKO House - Hostel,2,13,https://www.hotels.com/ho711275392/
新宿区,百人町１丁目,-,"1-9-5 Hyakunincho, Tokyo, Tokyo, 169-0073, Japan",35.698656,139.699774,"Yamate Rest House - Hostel, Caters to Men",1,14,https://www.hotels.com/ho1174426080/
千代田区,飯田橋３丁目,-,"3-1-4, Iidabashi, Chiyoda-ku, Tokyo, Tokyo, 102-0072, Japan",35.700399,139.74816,APA HOTEL IIDABASHI-EKIMINAMI,3,107,https://www.hotels.com/ho627076800/
千代田区,飯田橋３丁目,-,"3-10-8 Iidabashi, Chiyoda Ku, Tokyo, Tokyo-to, 102-8130, Japan",35.70064,139.74883,Hotel Metropolitan Edmont Tokyo,3.5,668,https://www.hotels.com/ho161114/
千代田区,飯田橋３丁目,-,"3-4-6, Iidabashi, Chiyoda, Tokyo, 102-0072, Japan",35.701001,139.747653,APA HOTEL IIDABASHI-EKIMAE,3,163,https://www.hotels.com/ho644032/
千代田区,飯田橋１丁目,-,"1-1-1, Iidabashi, Chiyoda-ku, Tokyo, Tokyo-to, 102-0072, Japan",35.697508,139.750659,Hotel Grand Palace,3.5,464,https://www.hotels.com/ho105492/
千代田区,飯田橋１丁目,-,"1-4-7, Iidabashi, Chiyoda-ku, Tokyo, Tokyo-to, 102-0072, Japan",35.698133,139.749393,APA Hotel Tokyo-Kudanshita,3,139,https://www.hotels.com/ho400955/
千代田区,隼町,-,"1-1, Hayabusa-cho, Chiyoda-ku, Tokyo, Tokyo-to, 102-0092, Japan",35.683199,139.743402,Hotel Grand Arc Hanzomon,3.5,204,https://www.hotels.com/ho326034/
中央区,八丁堀４丁目,-,"Hatchobori 3-22-9, Chuo-ku, Tokyo, 104-0032, Japan",35.674602,139.776875,WISE OWL HOSTELS TOKYO,2,18,https://www.hotels.com/ho616126/
中央区,八丁堀３丁目,-,"3-20-4 Hatchobori, Chuo, Tokyo, Tokyo-To, 104-0032, Japan",35.675235,139.777233,UNIZO INN Tokyo Hatchobori,3,148,https://www.hotels.com/ho613427/
中央区,八丁堀１丁目,-,"1-13-7 Hacchobori, Chuo-ku, Tokyo, Tokyo-to, 104-0032, Japan",35.676559,139.778498,Hotel Sardonyx Tokyo,3,135,https://www.hotels.com/ho338449/
中央区,八重洲２丁目,日八京,"2-2-7, Yaesu, Chuo-ku, Tokyo, Tokyo, Tokyo (prefecture), 104-0028, Japan",35.679272,139.769873,Super Hotel Lohas Tokyo Station Yaesu Chuo-guchi,-,1,https://www.hotels.com/ho1168399296/
中央区,八重洲１丁目,日八京,"1-5-14 Yaesu, Chuo-ku, Tokyo, Tokyo-to, 103-0028, Japan",35.681492,139.771403,Yaesu Terminal Hotel,3,117,https://www.hotels.com/ho325743/
中央区,八重洲１丁目,日八京,"1-Chome 5-3 Yaesu, Chuo, Tokyo, Tokyo, 103-0028, Japan",35.682116,139.771194,karaksa hotel TOKYO STATION,3,152,https://www.hotels.com/ho921256736/
中央区,八重洲１丁目,日八京,"1-2-6 Yaesu, Tokyo, Tokyo-to, 103-0028, Japan",35.683972,139.772177,Pearl Hotel Yaesu,3,45,https://www.hotels.com/ho407088/
渋谷区,幡ケ谷２丁目,-,"2-18-1, Hatagaya, Shibuya-ku, Tokyo, 151-0072, Japan",35.67697,139.675287,Nishi Shinjuku Green Hotel,2.5,24,https://www.hotels.com/ho603738336/
渋谷区,幡ケ谷２丁目,-,"2F 2-12-17 Hatagaya, Tokyo, Japan",35.677938,139.676759,Place Iine,3,1,https://www.hotels.com/ho680941/
渋谷区,幡ケ谷１丁目,-,"1-32-3 Hatagaya Shibuya-ku, Tokyo, Tokyo-to, 151-0072, Japan",35.675937,139.676735,Sakura Hotel Hatagaya,2.5,74,https://www.hotels.com/ho328172/
港区,白金台１丁目,-,"1-1-50 Shirokanedai, Minato-ku, Tokyo, Tokyo-to, 108-8640, Japan",35.63994,139.73015,Sheraton Miyako Hotel Tokyo,4,484,https://www.hotels.com/ho119381/
港区,白金５丁目,-,"5-10-15, Shirogane, Minato-ku, Tokyo, Tokyo-to, 108-0072, Japan",35.644627,139.724397,Flexstay Inn Shirogane,2.5,84,https://www.hotels.com/ho468273/
港区,白金５丁目,-,"5-1-2 Shirokane, Minato-ku, Tokyo, Tokyo, 108-0072, Japan",35.646128,139.725887,Micro Hotels Nearby Roppongi,2.5,1,https://www.hotels.com/ho1057744640/
港区,白金２丁目,-,"2 7 26 Shirokane Minato Ku, Tokyo, Tokyo-to, 108-0000, Japan",35.6394,139.72871,Oakwood Apartments Shirokane,-,36,https://www.hotels.com/ho29689024/
中央区,入船２丁目,-,"2-10-7 Irifune, Tokyo, Tokyo, 104-0042, Japan",35.671142,139.777587,Hotel Vintage,3,9,https://www.hotels.com/ho721597344/
中央区,日本橋本町４丁目,日八京,"Nihombashi-honcho 4-7-9, Chuo-ku, Tokyo, Tokyo-to, 103-0023, Japan",35.690157,139.775237,Tokyu Stay Nihombashi,3,123,https://www.hotels.com/ho371799/
中央区,日本橋本町４丁目,日八京,"4-7-15, HONCHO NIHONBASHI, CHUO-KU,. 0, Tokyo, Tokyo (prefecture), 1030023, Japan",35.689814,139.774522,Kazusaya,3,71,https://www.hotels.com/ho384190336/
中央区,日本橋本町４丁目,日八京,"4-7-15 Nihonbashi Honcho, Chuo, Tokyo, Tokyo-to, Japan",35.689766,139.774566,Kazusaya Hotel,3,71,https://www.hotels.com/ho578603/
中央区,日本橋本町４丁目,日八京,"Nihonbashihoncyo 4-13-8, Chuo, Tokyo, 1030023, Japan",35.691132,139.776708,hostel DEN,1,11,https://www.hotels.com/ho702958240/
中央区,日本橋本町４丁目,日八京,"Nihonbashi Sakura Building 2F, 4-11-10 Nihonbashi Honcho, Chuo, Tokyo, 103-0023, Japan",35.690625,139.776181,bnb+ Higashinihonbasi Backpacker House,1,18,https://www.hotels.com/ho882986624/
中央区,日本橋本町２丁目,日八京,"2-4-7 Honcho, Nihonbashi, Chuo-ku, Tokyo, 103-0023, Japan",35.687475,139.775731,Nihombashi Muromachi BAY HOTEL,1.5,236,https://www.hotels.com/ho577854/
中央区,日本橋本町１丁目,日八京,"1-4-14 Nihonbashi Honcho, Chuo-ku, Tokyo, Tokyo-to, 103-0023, Japan",35.686063,139.77618,Smile Hotel Nihombashi-Mitsukoshimae,3,164,https://www.hotels.com/ho385524/
中央区,日本橋本町１丁目,日八京,"1-7-6 Nihonbashi Honcho, Chuo-ku, Tokyo, Tokyo-to, 103-0023, Japan",35.686104,139.777314,Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,3,154,https://www.hotels.com/ho328215/
中央区,日本橋本石町４丁目,日八京,"4-4-1Nihonbashi-Hongokucho,, Tokyo, Tokyo (prefecture), 103-0021, Japan",35.688004,139.770129,Keio Presso Inn Otemachi,2.5,1,https://www.hotels.com/ho704089824/
中央区,日本橋堀留町２丁目,-,"2-9-4Nihombashihoridome-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0012, Japan",35.68836,139.781503,APA Hotel Ningyocho-Eki-Kita,3,206,https://www.hotels.com/ho378500/
中央区,日本橋堀留町１丁目,-,"1-1-2 Nihonbashihoridomecho, Chuo-ku, Tokyo Station / Nihonbashi, Tokyo, Tokyo-to, 103-0012, Japan",35.687839,139.779087,1/3rd Residence Serviced Apartments Nihonbashi,3,7,https://www.hotels.com/ho446463/
中央区,日本橋堀留町１丁目,-,"1-10-10 Nihonbashi Horidome-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0012, Japan",35.688947,139.779702,Hotel Horidome Villa,2.5,92,https://www.hotels.com/ho345257/
中央区,日本橋富沢町,-,"11-5, Tomizawa-cho, Nihombashi, Chuo-ku, Tokyo, Tokyo, 103-0006, Japan",35.689903,139.781503,Toyoko Inn Tokyo Nihombashi Zeimusho Mae,3,118,https://www.hotels.com/ho672974/
中央区,日本橋富沢町,-,"11-19 Tomizawa-cho Nihonbashi, Chuo-ku, Tokyo, 0006, Japan",35.68989,139.781478,AI HOTEL Nihonbashi,3,99,https://www.hotels.com/ho581114/
中央区,日本橋浜町３丁目,-,"3-43-8, Nihonbashi Hama-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0007, Japan",35.686301,139.791635,APA Hotel Nihombashi-Hamachoeki - Minami,3,159,https://www.hotels.com/ho367523/
中央区,日本橋浜町３丁目,-,"3-20-2 Nihonbashihamacho, Tokyo, Tokyo, 103-0007, Japan",35.684675,139.789342,HAMACHO HOTEL TOKYO NIHONBASHI,3.5,170,https://www.hotels.com/ho1073360256/
中央区,日本橋浜町２丁目,-,"2-58-2, Nihombashi hama-cho Chuo-ku, Tokyo, Tokyo, 103-0007, Japan",35.687396,139.790559,Toyoko Inn Tokyo-eki Shin-ohashi Mae,3,208,https://www.hotels.com/ho672938/
中央区,日本橋浜町２丁目,-,"2-61-1 Hamacho, Nihonbashi, Chuo Ward, Tokyo, Tokyo, 103-0007, Japan",35.689308,139.787902,Hotel Trusty Premier Nihonbashi Hamacho,3,223,https://www.hotels.com/ho1083250720/
中央区,日本橋浜町１丁目,-,"1-1-4, Nihombashi hama-cho Chuo-ku, Tokyo, Tokyo, 103-0007, Japan",35.689203,139.785479,Toyoko Inn Tokyo Nihombashi Hamacho Meijiza Mae,3,85,https://www.hotels.com/ho672892/
中央区,日本橋箱崎町,-,"20-12, Nihonbashi Hakozakicho, Chuo-ku, Tokyo, 103-0015, Japan",35.680289,139.786374,HOTEL AXAS NIHONBASHI,3.5,19,https://www.hotels.com/ho650262/
中央区,日本橋箱崎町,-,"20-10 Nihombashi Hakozaki-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0015, Japan",35.680508,139.786122,Hotel Villa Fontaine Tokyo-Nihombashi Hakozaki,3,163,https://www.hotels.com/ho328305/
中央区,日本橋箱崎町,-,"44-2 Nihonbashi-Hakozakicho, Chuo-ku, Tokyo, Tokyo, 103-0015, Japan",35.681701,139.789046,FIRST CABIN NIHONBASHI SUITENGU,2.5,144,https://www.hotels.com/ho927020128/
中央区,日本橋箱崎町,-,"29 Nihonbashihakozakicho Chuo-ku, Tokyo, Tokyo-to, 103-0015, Japan",35.679648,139.787671,HOTEL LiVEMAX Nihombashi Hakozaki,2.5,48,https://www.hotels.com/ho490475/
中央区,日本橋箱崎町,-,"1-16, Nihonbashihakozaki-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0015, Japan",35.678129,139.786039,Oak Hostel Cabin,1,86,https://www.hotels.com/ho490263/
中央区,日本橋箱崎町,-,"17-6, Hakozakicho, Nihonbashi, Tokyo, Tokyo, 103-0015, Japan",35.680703,139.785277,MIMARU TOKYO NIHOMBASHI SUITENGUMAE,3.5,32,https://www.hotels.com/ho719667424/
中央区,日本橋馬喰町２丁目,-,"2-2-4,Bakuro-cho Nihombashi Chuo-ku, Tokyo, Tokyo, 103-0002, Japan",35.69517,139.783151,Toyoko Inn Tokyo Kanda Akihabara,3,215,https://www.hotels.com/ho672939/
中央区,日本橋馬喰町２丁目,-,"2-2-1 Nihonbashi Bakurocho, Chuo-ku, Tokyo, Tokyo-to, 103-0002, Japan",35.695052,139.783496,Hotel Nihonbashi Villa,2.5,80,https://www.hotels.com/ho354594/
中央区,日本橋馬喰町２丁目,-,"2-2-1 Bakurochou, Nihonbashi, Tokyo, Tokyo, 103-0002, Japan",35.695083,139.783346,DDD HOTEL,3.5,122,https://www.hotels.com/ho1067653984/
中央区,日本橋馬喰町１丁目,-,"1-10-11 Nihombashi Bakurocho, Chuo-ku, Tokyo, Tokyo-to, 103-0002, Japan",35.693981,139.783189,Comfort Hotel Tokyo Higashi Nihombashi,3,259,https://www.hotels.com/ho267536/
中央区,日本橋馬喰町１丁目,-,"1-6-6 Nihonbashi Bakucho Chuo-ku, Tokyo, Tokyo, 103-0002, Japan",35.693149,139.782344,APA Hotel Nihombashi Bakurocho-Ekimae,3,193,https://www.hotels.com/ho939955168/
中央区,日本橋馬喰町１丁目,-,"Bakurocho 1-7-20, Nihonbashi, Chuo-ku, Tokyo, 103-0002, Japan",35.693042,139.781904,HOTEL LiVEMAX Tokyo Bakurocho,2.5,65,https://www.hotels.com/ho672355/
中央区,日本橋馬喰町１丁目,-,"1 Chome-5-6, Nihonbashi Bakurocho, Chuo-ku, Tokyo, 103-0002, Japan",35.692553,139.781524,Japanize Guesthouse - Hostel,2,60,https://www.hotels.com/ho639825/
中央区,日本橋馬喰町１丁目,-,"Nihonbashi Bakuro-cho 1-10-12, Chuo, Tokyo, 103-0002, Japan",35.693886,139.783032,Train Hostel HOKUTOSEI,1,78,https://www.hotels.com/ho652973/
中央区,日本橋中洲,-,"4-9 Nihonbashi Nakasu, Tokyo, Tokyo, 103-0008, Japan",35.683063,139.790349,S-PERIA-INN NIHOMBASHI HAKOZAKI,3,114,https://www.hotels.com/ho901173600/
中央区,日本橋大伝馬町,-,"14-16, Nihombashi Odemma-cho Chuo-ku, Tokyo, Tokyo, 103-0011, Japan",35.691162,139.781057,Toyoko Inn Tokyo Nihombashi,3,229,https://www.hotels.com/ho672885/
中央区,日本橋大伝馬町,-,"14-20, Nihonbashiodenmacho, Chuo-ku, Tokyo, Tokyo-to, 103-0011, Japan",35.690956,139.780721,APA Hotel Kodemmacho-Ekimae,3,172,https://www.hotels.com/ho400934/
中央区,日本橋大伝馬町,-,"15-2 NIHOMBASHI-ODEMNACHO, Tokyo, TOKYO, 1030011, Japan",35.69153,139.78138,CITAN - Hostel,2,44,https://www.hotels.com/ho726732928/
中央区,日本橋人形町３丁目,-,"3-3-16 Nihonbashi Ningyo-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0013, Japan",35.685453,139.780353,Hotel Nihonbashi Saibo,3,127,https://www.hotels.com/ho404663/
中央区,日本橋人形町２丁目,-,"2-2-6 Nihonbashi Ningyocho Chuo-ku, Tokyo, Tokyo, 103-0013, Japan",35.684975,139.783943,Condominium KEYAKI-AN Tokyo Nihonbashi,3.5,1,https://www.hotels.com/ho801969728/
中央区,日本橋人形町２丁目,-,"Nihonbashi Ningyocho 2-31-3, Chuo-ku, Tokyo, Tokyo, 103-0013, Japan",35.68635,139.784968,ITO RYOKAN,2,6,https://www.hotels.com/ho738360896/
中央区,日本橋人形町１丁目,-,"1-5-8 Ningyocho Nihonbashi, Chuo, Tokyo, Tokyo, 103-0013, Japan",35.685615,139.78198,hotel zen tokyo,2.5,78,https://www.hotels.com/ho1043211136/
中央区,日本橋小網町,-,"4-6 Nihonbashi-koamicho, Chuo-ku, Tokyo, Tokyo-to, 103-0016, Japan",35.68199,139.782125,Hotel Hokke Inn Nihonbashi,3,91,https://www.hotels.com/ho406325/
