指標名,スタートアップ企業,,,,,,,,,,
出典,INITIAL,,,,,,,,,,
年次,2019/12/2取得,,,,,,,,,,
URL,https://initial.inc/,,,,,,,,,,
備考,JPC2020データ,,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名,業種,事業内容,設立日,詳細URL,調査状況
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂1111号室,35.657307,139.6976895,株式会社ハイパーエイト,ビジネスサービス,女性を呼んで二次会をエンターテイメントにするサービス「LIO...,2012/2/8,https://initial.inc/companies/A-12298,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-16-5 大下ビル8F,35.656722,139.697964,株式会社ユニフィニティー,コンピューター - ソフトウェア,誰でも簡単にモバイルアプリを活用できるプラットフォーム「Un...,2006/4/3,https://initial.inc/companies/A-28553,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティ W22階,35.657847,139.6980675,Tangerine株式会社,コンピューター - ITサービス,ビーコン技術を活用したサービスネットワークの構築支援を行う ...,2014/3/4,https://initial.inc/companies/A-12960,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-9-5,35.657334,139.6995615,株式会社フルスピード,コンピューター - ITサービス,SEOコンサルティング事業及びインターネット広告代理業等,2001/1/4,https://initial.inc/companies/A-01980,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティW22階,35.657847,139.6980675,パテントコネクションズ株式会社,コンピューター - ソフトウェア,目的地までの方向をただただ矢印で示してくれる、新・直感型ナビ...,2011/11/1,https://initial.inc/companies/A-11578,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-19-9 第一暁ビル5階,35.656758,139.6958805,株式会社Schoo@me,消費者向けサービス・販売,個人の適性や性格などに添って、学び方や働き方に関するパフォー...,2017/4/3,https://initial.inc/companies/A-27714,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂1009号室,35.657307,139.6976895,株式会社Quality Cube,コンピューター - ITサービス,ソフトウェアの品質向上・改善ソリューションを提供,2017/2/1,https://initial.inc/companies/A-29128,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂 1-18-5 渋谷アックスヒルズ 6F,35.657289,139.696641,株式会社スピードリンクジャパン,コンピューター - ITサービス,・システムインテグレーション事業 ・マーケティングソリューシ...,2004/5/1,https://initial.inc/companies/A-05716,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-19-11 道玄坂セピアビル4F,35.656956,139.69602,株式会社アイキューブ,ビジネスサービス,M&A価値向上支援サービス「BIZVAL（ビズバリュ）」、フ...,2008/9/12,https://initial.inc/companies/A-29371,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-12 6F,35.656587,139.6957545,株式会社ミシェル,ビジネスサービス,ウェブマーケティング事業 インフルエンサーのキャステング 等,2013/7/8,https://initial.inc/companies/A-30350,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1,35.657847,139.6980675,株式会社CA ABEJA,コンピューター - ソフトウェア,広告クリエイティブ自動生成システムの研究開発・販売 小売向け...,2018/4/2,https://initial.inc/companies/A-30266,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂１－１２－１,35.657847,139.6980675,株式会社サイバーエージェント,,ネットベンチャーを中心とした投資事業を主力に、ネットによる広...,1998/3/18,https://initial.inc/companies/A-00302,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-7 道玄坂ピア6階,35.656011,139.695471,電子金券開発株式会社,ビジネスサービス,■ カタログギフトの開発・販売 ■ ギフト用品等の販売促進...,2004/12/1,https://initial.inc/companies/A-03679,調査不能(HPアクセス不能などの事由)
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティウエスト18階,35.657847,139.6980675,株式会社インクルーズ,消費者向けサービス・販売,コンテンツ事業、モバイル広告やアフィリエイトプログラムなどの...,2001/8/13,https://initial.inc/companies/A-05577,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1,35.657847,139.6980675,株式会社夢テクノロジー,ビジネスサービス,軽作業請負フルキャスト子会社。半導体・エレクトロニクス向けエ...,1989/7/13,https://initial.inc/companies/A-01038,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-10 道玄坂1ハイツ402号室,35.657307,139.697316,株式会社Link Sports,消費者向けサービス・販売,チームマネジメントアプリ「TeamHub」、スポーツの疑問・...,2014/1/27,https://initial.inc/companies/A-16062,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-10-5 渋谷プレイス3階,35.657073,139.6991205,株式会社ライフベア,コンピューター - ソフトウェア,Webサービスの企画・開発・運営 カレンダー、ToDo、ノー...,2011/6/8,https://initial.inc/companies/A-12628,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティW22,35.657847,139.6980675,TKOモバイル株式会社,コンピューター - ITサービス,クラウド＆スマートフォン時代に最適化したITビジネスの企画・...,2007/5/1,https://initial.inc/companies/A-12959,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティ・ウエスト棟22階,35.657847,139.6980675,株式会社サンブリッジセキュアウェイク,コンピューター - ITサービス,『BitDefender』テクノロジーを主体とした最先端セキ...,2012/7/1,https://initial.inc/companies/A-11368,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティウェスト19F,35.657847,139.6980675,株式会社ヴェリタス・インベストメント,金融・保険・不動産,不動産の売買、賃貸借、管理及び仲介 都市開発に関する企画、調...,2008/3/4,https://initial.inc/companies/A-05666,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティWEST 22階,35.657847,139.6980675,APPLIYA株式会社,コンピューター - ソフトウェア,iPhoneおよび次世代携帯用アプリの企画制作・パブリッシン...,2007/4/12,https://initial.inc/companies/A-04691,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂422,35.657307,139.6976895,学校ネット株式会社,コンピューター - ソフトウェア,小中高校向け教育・学習ウェブサイト「あしたね」の開発・運営 ...,2007/4/26,https://initial.inc/companies/A-16133,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂813,35.657307,139.6976895,株式会社マスカチ,コンピューター - ソフトウェア,スマートフォンアプリの企画・運営,2013/8/5,https://initial.inc/companies/A-12776,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-10-5 渋谷プレイス10F (株式会社未来少年内),35.657073,139.6991205,株式会社ウェアラブル,コンピューター - ソフトウェア,ウェアラブル・コンピューティング・デバイスのためのシステム開...,2014/1/14,https://initial.inc/companies/A-12758,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-7 道玄坂ピア,35.656011,139.695471,株式会社ロフトワーク,ビジネスサービス,イラストレーター、グラフィックデザイナー、プログラマー、ライ...,2000/2/17,https://initial.inc/companies/A-11001,未評価(会社登録のみ)
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティW22階,35.657847,139.6980675,プロジェクト・オーシャン株式会社,ビジネスサービス,テクノロジー業界のスタートアップ企業向けのIPO コンサルテ...,2006/3/15,https://initial.inc/companies/A-07646,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12‐1 渋谷マークシティW22階,35.657847,139.6980675,apple seeds株式会社,ビジネスサービス,飼い主と離ればなれになったペットを守るための仕組み「ペットセ...,2009/7/7,https://initial.inc/companies/A-07636,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-16-6 二葉ビル9F-C,35.656668,139.697802,株式会社ファンブック,コンピューター - ソフトウェア,FacebookページをHTML、CSS不要で簡単にカスタマ...,2011/3/3,https://initial.inc/companies/A-06010,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-19-11 寿道玄坂ビル9F,35.656956,139.69602,メディアプローブ株式会社,コンピューター - ソフトウェア,スマートフォン向けのアプリケーション開発し、アイティメディア...,2002/4/2,https://initial.inc/companies/A-05979,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂8F,35.657307,139.6976895,株式会社ヒューマンカインド,ビジネスサービス,電気・通信業界をはじめとする工事業者専門の会員制受発注サイト...,2008/8/8,https://initial.inc/companies/A-05231,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティーウェスト22階,35.657847,139.6980675,ジグザグ・アジア株式会社,ビジネスサービス,自動車関連特化動画共有サイト運営 「GT Channel」等,2000/4/4,https://initial.inc/companies/A-03848,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-7,35.656011,139.695471,GMOペイメントゲートウェイ株式会社,コンピューター - ITサービス,消費者向け電子商取引業者にクレジットカード決済処理サービスを...,1995/3/8,https://initial.inc/companies/A-03018,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1,35.657847,139.6980675,株式会社ミクシィ,消費者向けサービス・販売,国内最大のＳＮＳ「ミクシィ」とＩＴ系求人サイトを運営。広告収...,1999/6/3,https://initial.inc/companies/A-02241,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-10-5,35.657073,139.6991205,株式会社オウケイウェイヴ,コンピューター - ITサービス,Web2.0によるQ&Aサイト「OKWave」の運営及び関連...,1999/7/15,https://initial.inc/companies/A-01272,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂 209号,35.657307,139.6976895,株式会社PR Chest,ビジネスサービス,O2Oプロモーションに特化したPRエージェンシー,2012/2/1,https://initial.inc/companies/A-12418,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1,35.657847,139.6980675,株式会社インテリックス,金融・保険・不動産,首都圏で中古マンションの再生販売を展開。アフターサービス、高...,1995/7/17,https://initial.inc/companies/A-02807,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-20-8 寿パークビル4F,35.656677,139.6963215,株式会社ハーシー,,・広告・販促物の企画及びデザイン業務、雑誌等のエディトリアル...,1995/6/1,https://initial.inc/companies/A-05711,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-16-3 渋谷センタープレイス,35.656866,139.69818,株式会社チャイナ・コンシェルジュ,消費者向けサービス・販売,・中国における各種フリーマガジンの発行 ・中国におけるインタ...,2004/5/1,https://initial.inc/companies/A-02580,調査継続
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-10,35.656326,139.695687,ゴールドパック株式会社,産業・エネルギー,長野地盤の飲料メーカー。売り上げの８割は受託製造。果汁・野菜...,1959/3/6,https://initial.inc/companies/A-01243,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-14-6,35.657289,139.698315,アルファグループ株式会社,ビジネスサービス,戦略的アウトソーシング事業の展開 携帯電話・端末販売主柱、コ...,1997/10/8,https://initial.inc/companies/A-00973,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティーWEST22階,35.657847,139.6980675,株式会社クロスエージェント,消費者向けサービス・販売,学生交流スペースの「job stadium(ジョブスタ)」を...,2011/8/5,https://initial.inc/companies/A-10551,調査不能(HPアクセス不能などの事由)
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-10見真ビル1F,35.656326,139.695687,株式会社バズリリース,ビジネスサービス,急成長するＣＧＭを活用したバズマーケティングに高い専門性を持...,2006/3/1,https://initial.inc/companies/A-02498,調査不能(HPアクセス不能などの事由)
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-18-3,35.657424,139.696911,SBIライフリビング株式会社,金融・保険・不動産,東京南西地区中心に１棟売り賃貸マンションを開発しファンド等へ...,1990/2/28,https://initial.inc/companies/A-01271,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-10-8,35.657001,139.6985535,株式会社デジタルスケープ,ビジネスサービス,Ｗｅｂ制作者やＣＧ、ゲーム等のＩＴ系クリエーターの人材派遣。...,1995/10/4,https://initial.inc/companies/A-01086,
港区,東麻布３丁目,-,東京都港区東麻布3-3-8,35.6571,139.73895,株式会社ナナフク,消費者向けサービス・販売,本の個人間取引サービス『PILE《パイル》本の交換』など出版...,2015/2/2,https://initial.inc/companies/A-16894,調査継続
港区,東麻布３丁目,-,東京都港区東麻布3-7-3 東麻布久永ビル5F,35.656425,139.7383785,株式会社グルコース,コンピューター - ソフトウェア,地震に関するTwitter上の情報をまとめ、リアルタイムに表...,2007/9/10,https://initial.inc/companies/A-10727,未評価(会社登録のみ)
港区,東麻布３丁目,-,東京都港区東麻布3-8-2 麻布マルカビル4階,35.656605,139.7373975,タメコ株式会社,コンピューター - ITサービス,紙のスタンプカード情報をデジタル化し、GPSやSNSの機能と...,2012/5/12,https://initial.inc/companies/A-12529,調査継続
港区,東麻布２丁目,-,東京都港区東麻布11-5-2 ザイマックス東麻布ビル2F,35.65714558,139.7411541,フロッグカンパニー株式会社,コンピューター - ソフトウェア,ブロックチェーンを活用した課金プラットフォーム「Coint ...,2017/10/16,https://initial.inc/companies/A-31887,調査継続
港区,東麻布２丁目,-,東京都港区東麻布2-3-5 第一ビル4F,35.657307,139.74282,ERAS株式会社,コンピューター - ITサービス,OJT型のプロダクト開発スクール「ERAS Reboot（イ...,2017/1/17,https://initial.inc/companies/A-31286,調査継続
港区,東麻布２丁目,-,東京都港区東麻布2-6-5 タトルビル1階WEST-a,35.657496,139.741776,NEXT VISION株式会社,ビジネスサービス,動画売買プラットフォーム「videocash」の運営 テレビ...,2017/5/2,https://initial.inc/companies/A-31582,調査継続
港区,東麻布２丁目,-,東京都港区東麻布2-33-2,35.656317,139.739256,GIFLY株式会社,コンピューター - ソフトウェア,スマートフォン・PC向けにGIFアニメーションの作成、シェア...,2016/11/21,https://initial.inc/companies/A-29633,調査継続
港区,東麻布２丁目,-,東京都港区東麻布2-6-5 タトルビル 2F EAST,35.657496,139.741776,WINフロンティア株式会社,医療・ヘルスケア ICT,生体センサ及びソフトウェアを利用した健康関連サービスの提供 ...,2011/5/16,https://initial.inc/companies/A-12551,調査継続
港区,東麻布２丁目,-,東京都港区東麻布2-31-7 602,35.655732,139.7407725,Recreator合同会社,消費者向けサービス・販売,日本最大級の民泊専門メディア「Airstairr(エアーステ...,2015/7/1,https://initial.inc/companies/A-26246,未評価(会社登録のみ)
港区,東麻布２丁目,-,東京都港区東麻布2-29-4-303,35.655732,139.741947,株式会社メタリー,ビジネスサービス,鉄・非鉄金属スクラップのBtoB買取マッチングサイト「Met...,2014/4/1,https://initial.inc/companies/A-16902,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-5-2 トウセン東麻布ビル,35.65836,139.7431305,ヘルシル株式会社,消費者向けサービス・販売,美容と健康に関するスマートフォン向け総合情報サイト「ヘルしる...,2012/1/1,https://initial.inc/companies/A-10797,調査不能(HPアクセス不能などの事由)
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第2渡邊ビル7階,35.657667,139.743594,株式会社ゼロワンブースター,ビジネスサービス,コワーキングスペース＋起業スクール＋シード投資機能の備えた ...,2012/3/22,https://initial.inc/companies/A-11304,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-3-8 TOWER FRONT神谷町2F,35.65836,139.7437875,株式会社フライウィール,コンピューター - ITサービス,DMPやCRM、物流データのような、事業部ごとに分散するデー...,2018/2/9,https://initial.inc/companies/A-32657,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第2渡邊ビル7F,35.657667,139.743594,株式会社ユナイテッド・ビットコイナーズ,ビジネスサービス,ビットコインの少額課金実現を通して、経済成長を促すシステムの...,2017/1/25,https://initial.inc/companies/A-33352,未評価(会社登録のみ)
港区,東麻布１丁目,-,東京都港区東麻布1-7-3,35.657667,139.743594,株式会社OpenSky,ビジネスサービス,航空機シェアリングビジネスの事業性、展開の共同検討,2018/5/1,https://initial.inc/companies/A-30096,未評価(会社登録のみ)
港区,東麻布１丁目,-,東京都港区東麻布1-10-12 カメダビル 3F/5F,35.656893,139.744566,からくり株式会社,コンピューター - ソフトウェア,Facebook友だちの中でよく聞かれている音楽のトレンドが...,2010/12/1,https://initial.inc/companies/A-10834,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-7-3,35.657667,139.743594,株式会社Globee,コンピューター - ソフトウェア,英語学習用リスニング音声のダウンロードや自動採点マークシート...,2014/6/12,https://initial.inc/companies/A-28967,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-5-2 トウセン東麻布ビル8F,35.65836,139.7431305,株式会社ズノー,ビジネスサービス,入札情報提供サービス『入札王』の運営 美容と健康に関するスマ...,2004/7/1,https://initial.inc/companies/A-10796,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-28-13 日通商事麻布ビル,35.655309,139.7434275,株式会社いい生活,コンピューター - ITサービス,不動産業界向けを中心としたＡＳＰ形態による物件情報更新管理シ...,2000/1/21,https://initial.inc/companies/A-01200,
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第二渡邊ビル7F,35.657667,139.743594,株式会社THINKERS,消費者向けサービス・販売,学校を超えて学びあえる10代のSNS「THINKERS（シン...,2013/2/1,https://initial.inc/companies/A-16602,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-9-15 東麻布1丁目ビル,35.657613,139.7442015,株式会社ステリック再生医科学研究所,バイオテクノロジー,体性幹細胞の研究開発 生命工学の方法に関する医薬品・診断薬等...,2004/11/1,https://initial.inc/companies/A-06091,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第二渡邊ビル5F,35.657667,139.743594,株式会社リンクスジップ,消費者向けサービス・販売,無料で学べる日本語レッスン動画サイト運営 日本語レッスン動画...,2014/7/4,https://initial.inc/companies/A-16632,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第二渡邊ビル7F,35.657667,139.743594,株式会社ウィライツ,ビジネスサービス,子育て、教育施設 (学童保育) 向けのおやつの企画、販売、コ...,2015/7/1,https://initial.inc/companies/A-17029,調査継続
港区,東麻布１丁目,-,東京都港区東麻布1-7-3 第二渡邉ビル7F 01Booster内,35.657667,139.743594,ウイグロジャパン株式会社,ビジネスサービス,海外展開に関してのリサーチ、メディア運営、戦略立案、展開実施,2012/8/1,https://initial.inc/companies/A-11305,調査不能(HPアクセス不能などの事由)
港区,東麻布１丁目,-,東京都港区東麻布1丁目5番2号,35.65836,139.7431305,株式会社ワールドケミカル,,ケミカルぽんぷならびに油回収分離システムの製造販売。独創的な...,1971/1/26,https://initial.inc/companies/A-01655,調査継続
中央区,東日本橋３丁目,-,東京都中央区東日本橋3-10-14 サンライズ橘6F,35.692398,139.7839185,Wizcorp Inc.,コンピューター - ソフトウェア,フロントエンド・バックエンドともにJavaScriptのみで...,2008/7/1,https://initial.inc/companies/A-10769,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-7-1 FRONTIER東日本橋7F,35.692965,139.7852595,株式会社LayerX,ビジネスサービス,ブロックチェーンに関するコンサルティング、システム開発・企画...,2018/8/1,https://initial.inc/companies/A-33592,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-4-3 アドバンテージⅡビル3F,35.691948,139.785597,株式会社アイビーアイ,コンピューター - ITサービス,傘下のロイヤルリムジングループにおいて、配車アプリ「Roya...,2001/2/26,https://initial.inc/companies/A-33961,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-28-4 日本橋CETビル2F,35.694783,139.7873925,株式会社Rockets,コンピューター - ITサービス,汎用リスト管理兼社内コミュニケーションツール「RocketS...,2017/8/1,https://initial.inc/companies/A-30581,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-11-5,35.692965,139.7869875,株式会社アプリクッキング,コンピューター - ソフトウェア,ホームページのような公式アプリを対象としたスマートフォン向け...,2015/8/24,https://initial.inc/companies/A-28127,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-15-4 ＰＭＯ東日本橋ビル7Ｆ,35.69364,139.785372,株式会社インフォランス,,保険コンサル・税理士紹介事業・ＷＥＢ紹介事業・人事考課コンサ...,2000/12/4,https://initial.inc/companies/A-02907,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-25-5 プレール・ドゥーク日本橋リバーサイド3階,35.694315,139.787352,スリーピース株式会社,医療・ヘルスケア ICT,医療従事者専門人材紹介業 専門医の資格を取得している医師に...,2009/12/1,https://initial.inc/companies/A-05563,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-28-4 日本橋CETビル2階,35.694783,139.7873925,株式会社Sherpa&Company,コンピューター - ソフトウェア,登山学習Q&Aサイト「Sherpa（シェルパ）」開発、運営,2011/11/1,https://initial.inc/companies/A-27529,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2丁目15-4 PMO東日本橋ビル9階,35.69364,139.785372,レックインダストリーズ株式会社,環境関連,排水をリサイクルするプラント、濃厚廃液からの金属回収、廃液中...,2009/1/16,https://initial.inc/companies/A-12022,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24-12 東日本橋槇町ビル3F,35.694405,139.786515,株式会社エディパ,コンピューター - ITサービス,・Webサイトの受託開発 ・Webブラウザ上で動画編集可能な...,2007/6/12,https://initial.inc/companies/A-04311,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-16-7 ANNI東日本橋ビル6F,35.694441,139.785462,株式会社フジイファミリー,コンピューター - ソフトウェア,ホームページ制作／動画配信／電子ブック／ライブ配信／WEBソ...,2004/12/24,https://initial.inc/companies/A-04202,調査継続
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24-14,35.694378,139.786785,株式会社ダヴィンチ・アドバイザーズ,金融・保険・不動産,不動産投資顧問業 不動産投資ファンド運用の大手。ファンド手数...,1998/8/14,https://initial.inc/companies/A-00421,
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-12-5,35.693244,139.7866905,ルーミン・オズ株式会社,半導体/その他電子部品・製品,プロジェクションスクリーン製造・販売 光学プラスチック及び...,2000/12/1,https://initial.inc/companies/A-03683,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-7 野村不動産東日本橋ビル5階,35.690625,139.78503,株式会社ソフツー,ビジネスサービス,クラウド型コールセンターシステムの開発・提供、SIP/VOI...,2008/7/8,https://initial.inc/companies/A-28784,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20,35.689986,139.785354,ASTROCEAN株式会社,産業・エネルギー,海上ロケット発射技術の研究・開発。 中古の石油掘削設備をロケ...,2018/11/1,https://initial.inc/companies/A-32604,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-4 東日本橋M-1ビル2F,35.690319,139.785183,ファインネットテクノロジー株式会社,金融・保険・不動産 ICT,不動産会社向けソフトウェア・システム開発・販売保守・メンテナ...,1998/5/1,https://initial.inc/companies/A-04720,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-3-6 パラダイムシフト ビル,35.690553,139.785723,株式会社パラダイムシフト,消費者向けサービス・販売,ファイナルチェッカー、RepCheckerをはじめ、旅行に関...,2005/3/30,https://initial.inc/companies/A-04702,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸プラザビル7F,35.689986,139.785354,株式会社アトリエシーピーユー,コンピューター - ソフトウェア,組み込み向けOS・ミドルウェア(TCP/IPとその関連)の当...,2009/7/1,https://initial.inc/companies/A-29129,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸日本橋ビル７F,35.689986,139.785354,株式会社プレシャスリンク,消費者向けサービス・販売,Excelファイルと既存のRDBMSを連動させるミドルウェア...,2007/4/1,https://initial.inc/companies/A-05607,調査継続
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸日本橋プラザビル7F,35.689986,139.785354,株式会社コミューン,消費者向けサービス・販売,友人・知人の買い物履歴を共有するソーシャルショッピングサービ...,2009/10/14,https://initial.inc/companies/A-05981,調査不能(HPアクセス不能などの事由)
千代田区,東神田３丁目,-,東京都千代田区東神田3-3-9 上田ビル2階,35.697195,139.7810925,株式会社kyoukan,ビジネスサービス,KOL（Key Opinion Leader）活用した総合コ...,2017/4/8,https://initial.inc/companies/A-33691,調査継続
千代田区,東神田３丁目,-,東京都千代田区東神田3-1-2 ユニゾ東神田三丁目ビル 3F,35.697015,139.7803815,株式会社ジェナ,コンピューター - ITサービス,Mobile・AI・IoTを活用したアプリケーション開発 ア...,2006/3/31,https://initial.inc/companies/A-06106,調査継続
千代田区,東神田３丁目,-,東京都千代田区東神田3-1-2,35.697015,139.7803815,株式会社オルツテクノロジーズ,コンピューター - ITサービス,人工知能及び人工知能関連技術の研究・開発及びこれに関するサー...,2019/4/1,https://initial.inc/companies/A-32917,調査継続
千代田区,東神田３丁目,-,東京都千代田区東神田3-1-2 THECANALGATE9階,35.697015,139.7803815,Appmart株式会社,ビジネスサービス,オウンドメディア制作・運営代行事業 コンテンツマーケティング...,2014/11/5,https://initial.inc/companies/A-29703,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-10-16 For Life Office東神田 3・9階,35.695575,139.780971,株式会社アール・アンド・エー・シー,コンピューター - ソフトウェア,入金/回収特化型ソリューションパッケージ「Victory-O...,2004/11/1,https://initial.inc/companies/A-11895,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-1-8,35.695881,139.7788245,テックビューロホールディングス株式会社,コンピューター - ITサービス,ICO総合プラットフォーム「COMSA」の運営 「COMSA...,2018/7/2,https://initial.inc/companies/A-31584,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-10-9 THEPROTALAKIHABARA 6F,35.695737,139.781511,ELESTYLE株式会社,コンピューター - ITサービス,複数のモバイル決済方法を一本化するマルチモバイル決済プラット...,2014/6/18,https://initial.inc/companies/A-27212,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-4-6 S-GATE秋葉原8階,35.696313,139.7792565,株式会社スマートロボティクス,半導体/その他電子部品・製品,・ロボット関連製品開発・販売 ・ロボット・ドローン・IOT機...,2016/3/18,https://initial.inc/companies/A-29579,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-1-8 秋葉原クロスサイド4F,35.695881,139.7788245,株式会社POPER,コンピューター - ITサービス,学習塾の先生と生徒・保護者のコミュニケーションを支援すること...,2015/1/15,https://initial.inc/companies/A-27505,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-4-8 JHビル,35.696277,139.779594,JHラボ株式会社,消費者向けサービス・販売,アキバ系雑誌「Akiba Anime Art Magazin...,2013/7/5,https://initial.inc/companies/A-12855,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-6-5 東神田ビル6階,35.695845,139.780287,株式会社ボーダーレス,ビジネスサービス,TVCMからブライダルまで多岐にわたる各種映像サービスの提供,2007/12/1,https://initial.inc/companies/A-11230,調査継続
千代田区,東神田２丁目,-,東京都千代田区東神田2-8-3 PSビル5階,35.696331,139.782339,株式会社Cotyledon Technology,コンピューター - ソフトウェア,自分の声の再現を補助する「Voice Science for...,2014/7/7,https://initial.inc/companies/A-16010,調査継続
