指標名,コワーキング施設,,,,,
出典,コワーキング ジャパン,,,,,
年次,2020/2/3取得,,,,,
URL,https://co-co-po.com/,,,,,
備考,JPC2020データ,,,,,
,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名
港区,六本木７丁目,六本木,東京都港区Tri-Seven Roppongi 8階,35.665155,139.7292075,サーブコープトライセブン ロッポンギ コワーキングスペース
港区,六本木７丁目,六本木,東京都港区六本木7-14-23 ラウンドクロス六本木4・5F,35.663589,139.731435,クロスオフィス六本木
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ森タワー ウェストウォーク6F,35.66043,139.7292615,PARK6 powered by bondolfi boncaff
港区,六本木６丁目,六本木,東京都港区六本木6-4-1　六本木ヒルズ ハリウッドビューティープラザ 3F,35.661339,139.7301345,サテライトママスクエア by ハリウッド
港区,六本木２丁目,六本木,東京都港区六本木２丁目２?６,35.667477,139.7389185,katanaオフィス六本木
港区,六本木１丁目,虎ノ門,東京都港区六本木1-4-5 アークヒルズサウスタワー 16階,35.66565,139.739436,WeWorkアークヒルズサウス
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目10番1号 東京交通会館ビル6F,35.674929,139.764366,LEAGUE有楽町
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-12-1 新有楽町ビル11階,35.675568,139.7619405,PORTAL POINT YURAKUCHO
新宿区,矢来町,-,東京都新宿区矢来町16,35.701983,139.7306925,神楽坂クロススタジオ
渋谷区,本町４丁目,-,東京都渋谷区本町４丁目,35.68596035,139.6803185,はたらける美術館
渋谷区,本町２丁目,-,東京都渋谷区本町2-33-2 3F HANARE,35.684082,139.682484,HANARE 初台 コワーキング＆レンタルスペース
港区,北青山３丁目,-,東京都港区北青山3-5-6 青朋ビル本館3F,35.667333,139.7138535,PORTAL POINT
港区,北青山３丁目,-,東京都港区北青山3-6-7 青山パラシオタワー11階,35.665416,139.7112165,サーブコープ青山パラシオタワーコワーキングスペース
港区,北青山２丁目,-,東京都港区北青山2-7-13 プラセオ青山ビル 3F,35.670924,139.717935,青山アラマンダ ワークコート
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-6-8 モリービル3F,35.669016,139.689504,MAKERS COFFEE
港区,浜松町２丁目,-,東京都港区浜松町2-5-3,35.654355,139.7564505,リブポート浜松町
港区,浜松町１丁目,-,東京都港区浜松町１丁目２７－１７ 三和ビル４階,35.657667,139.755159,プレミアムオフィス浜松町
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-4-6 SJビル2F,35.700363,139.7466225,勉強カフェ 飯田橋スタジオ
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-11-7 一新ビル8、9F,35.675622,139.767426,Venture Generation
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-4-10 第一幸田ビル5F,35.678241,139.769289,Wis Square八重洲店
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-9 八重洲アメレックスビル3階,35.681751,139.7713455,HUB cafe TOKYO
港区,白金台３丁目,-,東京都港区白金台３?１４?４ LBビル5F,35.63721,139.72509,Connect Tokyo
港区,白金台３丁目,-,東京都港区白金台3-18-1 3F,35.635122,139.7206935,クリエイターズパイプライン
中央区,入船１丁目,-,東京都中央区入船1-1-24 6F・7F,35.673435,139.7771055,はぐみっく子連れコワーキングスペース
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町 4-5-14 本町ビル 5F,35.690526,139.7743065,MIXER
中央区,日本橋本石町２丁目,日八京,東京都中央区日本橋本石町2-1-1 アスパ日本橋オフィス,35.686575,139.771548,fabbit日本橋
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町4-10 京成日本橋富沢町ビル３階,35.688006,139.783095,BIZcomfort日本橋人形町
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町１－２ FtFビル２Ｆ,35.679096,139.784058,箱崎インキュベーションセンター
中央区,日本橋小網町,-,東京都中央区日本橋小網町11-5 水村屋ビル8階,35.682759,139.781241,BIZcomfort日本橋小網町
中央区,日本橋小網町,-,東京都中央区日本橋小網町11-9 ザ・パークレックス小網町第２ビル５階,35.682597,139.781124,flat5
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-17-9 日本橋イヅミビル5F,35.678529,139.780593,勉強カフェ 日本橋茅場町スタジオ
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-24-4 井川ビル2階,35.681598,139.7840895,ソーシャルビジネスラボ2 (SBL 2)
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-14 日本橋KNビル4F ウィズスクエア本館,35.680419,139.771422,Wis Square日本橋店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目1-17 丹生ビル2階（受付）、3階,35.682381,139.772394,TRIEL（トリエル）東京
中央区,日本橋１丁目,日八京,東京都中央区日本橋1－4－1 日本橋一丁目三井ビルディング5階（COREDO日本橋）,35.682597,139.7745675,WASEDA NEO
千代田区,二番町,-,東京都千代田区二番町2番 平田ビル1階,35.686899,139.737807,社会起業家コワーキングスペース
港区,南青山５丁目,-,東京都港区南青山5-12-3 シャンテ二葉ビル,35.661483,139.7130705,SHEworks
港区,南青山５丁目,-,東京都港区南青山5-12-5 第一和田ビル８階,35.661393,139.713444,Dol’s Dessin
港区,南青山４丁目,-,東京都港区南青山4-17-33 グランカーサ南青山2F,35.664156,139.7183175,NAGAYA AOYAMA
港区,南青山３丁目,-,東京都港区南青山 3-1-3 スプライン青山東急ビル6F,35.668665,139.7161485,Business-Airport Aoyama
港区,南青山３丁目,-,東京都港区南青山3-1-34-101 ピーコックストア青山店内2F,35.668521,139.715811,勉強カフェ 青山スタジオ
港区,南青山３丁目,-,東京都港区南青山3-1-5 ラ･クラースビル5F,35.668458,139.716531,Style MINAMIAOYAMA
港区,南青山３丁目,-,東京都港区南青山3-8-13 F・S 南青山307号,35.667072,139.71573,SORASIA青山店
港区,南青山２丁目,-,東京都港区南青山2-15-5 FARO青山,35.669844,139.721031,FARO青山
港区,南青山２丁目,-,東京都港区南青山2-2-15,35.671518,139.723821,コワーキングスペース【イチゴ】
港区,南青山１丁目,-,東京都港区南青山1-24-3,35.667576,139.7265165,WeWork乃木坂
港区,南青山１丁目,-,東京都港区南青山一丁目2番6号 ラティス青山スクエア2F,35.672229,139.725576,SENQ青山
千代田区,内神田２丁目,-,東京都千代田区内神田２－２－５ 光正ビル５F,35.689734,139.76712,SPACEBRIDD大手町
千代田区,内神田１丁目,-,東京都千代田区内神田1-15-10,35.692137,139.765626,the C
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1 飯野ビルディング 9階,35.670942,139.752729,クロスオフィス日比谷
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-6 日比谷パークフロント 19階,35.671149,139.753134,WeWork日比谷パークフロント
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目22?7 道玄坂ピア2F,35.656011,139.695471,FabCafe MTRL
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂一丁目12番5号 渋谷マークシティ４階 クリエーションスクエアしぶや内（受付）,35.657739,139.6973385,Coin Space 渋谷マークシティ2号店
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂一丁目12番5号 渋谷マークシティ４階クリエーションスクエアしぶや内,35.657739,139.6973385,Coin Space 渋谷マークシティ店
千代田区,東神田１丁目,-,東京都千代田区東神田1-15-9,35.694945,139.782672,パセラのコワーク東神田店
渋谷区,東１丁目,-,東京都渋谷区東1-3-1,35.657604,139.708242,タマリバ
新宿区,天神町,-,東京都新宿区天神町7-11,35.70471,139.731399,BIZcomfort神楽坂天神
中央区,築地１丁目,-,"東京都中央区築地1-7-10オーミビル2,3,4階",35.669502,139.770594,TIMBER's DESK
千代田区,鍛冶町２丁目,-,東京都千代田区鍛治町2-12-12 2階,35.692893,139.7716155,KANDA LOUNGE
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-1 朝日生命大手町ビル2F,35.684505,139.768785,fabbit Global Gateway “Otemachi”
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-1　朝日生命大手町ビル3階,35.684505,139.768785,fabbit大手町
千代田区,大手町１丁目,大丸有,東京都千代田区大手町 1-7-2 東京サンケイビル 27階,35.68698,139.765491,サーブコープ大手町東京サンケイビルコワーキングスペース
渋谷区,代々木３丁目,-,東京都渋谷区代々木３丁目１?１１,35.682246,139.695723,Creators Mall YOYOGI
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-14-1 新宿松本ビル6F,35.686836,139.696704,勉強カフェ 新宿スタジオ
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-30-4,35.683722,139.6985805,Y-vally Cowrking Space
渋谷区,代官山町,-,東京都渋谷区代官山町20-23 TENOHA代官山,35.648361,139.70241,TENOHA DAIKANYAMA
渋谷区,代官山町,-,東京都渋谷区代官山町9-10,35.651664,139.704696,co-lab代官山
新宿区,袋町,-,東京都新宿区袋町5番地1 FARO神楽坂,35.701083,139.7383245,FARO神楽坂
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518 早稲田玉井ビル 3階,35.708094,139.7225115,GARAGE WASEDA
新宿区,早稲田町,-,東京都新宿区早稲田町12－5 ニュー早稲田ビル４F・5F,35.705493,139.722624,MG SHINJYUKU
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目28-8 鳩森ビル303 【受付は302】,35.677647,139.7083635,ジーエルベース千駄ヶ谷 （ 運営会社：ギークラス株式会社 ）
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目62-7 GRANDHARAJUKU 2F,35.673336,139.703796,COMMUNITY TREE
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11 3F,35.677179,139.7118645,THE FORUM Sendagaya
港区,赤坂９丁目,六本木,東京都港区赤坂9丁目2?13,35.668044,139.7320785,TokyoChapter
港区,赤坂８丁目,赤坂,東京都港区赤坂8-4-14 青山タワープレイス8F,35.672643,139.7262195,fabbit青山
港区,赤坂８丁目,赤坂,東京都港区赤坂8-5-32 田中駒ビル2F,35.672004,139.7263905,匠ソホラ 青山
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目7-15 アンフィニ赤坂B2,35.670708,139.7288565,FASTx Office
港区,赤坂４丁目,赤坂,東京都港区赤坂4-9-25 新東洋赤坂ビル5階,35.675595,139.732965,Hatch Cowork+KIDs
港区,赤坂４丁目,赤坂,東京都港区赤坂4丁目2－3 ディライトビル,35.675865,139.7355975,オフィスパーク 赤坂コークス
港区,赤坂３丁目,赤坂,東京都港区赤坂3-19-1 東京農村ビル 4階,35.676072,139.73643,rootoffice
港区,赤坂３丁目,赤坂,"東京都港区赤坂3丁目 2F
※住所不正利用防止のため会員様のみお伝えしております。",35.67563547,139.7371315,匠ソホラ 赤坂
港区,赤坂２丁目,赤坂,東京都港区赤坂2-10-2 吉川ビル2階,35.670834,139.741659,co-ba akasaka
港区,西麻布３丁目,-,東京都港区西麻布3-3-1 長井ビル3F,35.658207,139.72725,KAKUREGA
港区,西麻布２丁目,-,東京都港区西麻布2-24-2 KREIビル co-lab西麻布,35.661366,139.721085,co-lab西麻布
港区,西麻布１丁目,-,東京都港区西麻布1-8-3 VXL六本木,35.660862,139.72563,VXL六本木
港区,西麻布１丁目,-,東京都港区西麻布1丁目10-8,35.66106,139.724244,NOMAD NEW'S BASE
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-4 武蔵ビル5F,35.695908,139.698531,HAPON SHINJUKU
新宿区,西新宿７丁目,-,東京都新宿区西新宿7丁目1-12,35.694711,139.69899,クロスオフィス新宿
新宿区,西新宿７丁目,-,東京都新宿区西新宿7丁目22-3 BPビルANEX,35.695107,139.6952505,BASE POINT
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-15-1 セントラルパークタワー ラ・トゥール新宿 605,35.692191,139.68846,ELITES Lounge
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1 新宿アイランドタワー20F,35.693082,139.6931445,moboff SHINJUKU i-LAND
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-6ミヤコ新宿ビル,35.688546,139.6996875,12 SHINJUKU
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-17-6 高嶋ビル4階,35.667558,139.753818,TeaTree Studio
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-18-6 クロスオフィス内幸町,35.66781,139.753368,クロスオフィス内幸町
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-2-9 日比谷セントラルビル14階,35.669637,139.7545425,サーブコープ日比谷セントラルビルコワーキングスペース
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-6-13 吉荒ビル2F,35.669556,139.7526525,MY BASIC OFFICE 虎ノ門
渋谷区,西原１丁目,-,東京都渋谷区西原1-50-8 1F,35.674416,139.685211,BathHaus
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-16 5F-B,35.662689,139.7005515,CAREER DESIGN CAFE
渋谷区,神南１丁目,-,東京都渋谷区神南1-19-8 渋谷区勤労福祉会館2階,35.6625,139.6996785,Coin Space 渋谷神南店
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-7 川原ビル４階・６階,35.661771,139.700016,Connecting The Dots
渋谷区,神南１丁目,-,東京都渋谷区神南１丁目２０－１３,35.662203,139.69962,andwork shibuya(アンドワーク渋谷)
千代田区,神田多町,-,東京都千代田区神田多町2-1 神田東山ビル7F/8F,35.693019,139.7694105,Connect-Lounge神田
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2丁目19?23 野村第三ビル4F,35.696529,139.7718225,コワーキングスペース秋葉原 Weeyble
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-16-5 ヒューリック神田ビル1F,35.695251,139.7706075,アクセアカフェ神田店
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-2-3 山房ビル2階,35.695071,139.7678625,FBCフォーラム&シェア神田
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-11-1　安田神保町マンション,35.69535,139.754538,BIZcomfort神保町
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-11-15,35.695368,139.756635,WeWork神保町
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-12-3 安富ビル,35.696556,139.75686,EDITORY
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2-2 B1F,3F",35.696196,139.7573145,東京レンタル自習室 神保町店
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2丁目3-1 岩波書店アネックス1・2・3階,35.695656,139.7575305,LEAGUE神保町
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-4-6 クロサワビル6F,35.696331,139.7598435,Basis Point 神保町店
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町２丁目２?２ 小川町Ｂ５ビル,35.694747,139.76478,Co-Working Cafe CAN
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町１?６?１ 宝ビル８F,35.695206,139.766283,ビジネス・アスレチック イノバゼスト
千代田区,神田司町,-,東京都千代田区神田司町2-13 神田第4アメレックスビル 3F・4F,35.694234,139.7672145,エムワイビジネスプラザ神田
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-14 第二東ビル303,35.697843,139.774356,Rampart
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-15 ブンカイサン3F,35.691786,139.761657,Co-nect神保町
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3‐21,35.691462,139.76163,ちよだプラットフォームスクウェア
渋谷区,神泉町,-,東京都渋谷区神泉町8-1 鈴屋ビルB１F,35.655111,139.693986,basement cafe
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-12-18,35.66637,139.7042685,WeWorkアイスバーグ
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-17-10 原宿アールビル2F,35.665272,139.703328,moboff HARAJUKU
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14 神宮ハイツ1F-201,35.668089,139.704093,TURN harajuku
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14 神宮ハイツ408,35.668089,139.704093,coromoza
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-28 2F,35.66907,139.7074815,ドロップイン原宿
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前 3-22-12 Wave神宮前 3F,35.67042,139.7072565,THE TERMINAL
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-18-16,35.670069,139.708908,シェアスペースカフェMaria House
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-18 THE SHARE 1F,35.671788,139.708359,Star Lab. TOKYO
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-18-21,35.672877,139.70979,kurkku home
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-20-2 FOUND HARAJUKU ３階,35.671725,139.7048625,W CAFE
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-12,35.701227,139.7415465,TOKI CAFE
中央区,新川２丁目,-,東京都中央区新川2-21-10　梶谷第一ビル（リードシービル）2F・3F,35.673435,139.7821725,BIZcomfort日本橋新川
中央区,新川１丁目,-,東京都中央区新川1-3-4 PAビル5F,35.678646,139.782069,コワーキングスペース茅場町 Co-Edo
中央区,新川１丁目,-,東京都中央区新川1－3－7 ストークマンション新川301,35.678466,139.782015,女性専用コワーキングスペース Bright One
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目26-7 ビクセル新宿1F,35.698023,139.709403,パセラのコワーク
新宿区,新宿５丁目,-,東京都新宿区新宿5-15-14,35.693694,139.7073375,INBOUND LEAGUE
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目26-14 新宿ミニムビルⅠ 4階から6階,35.691786,139.702365,TSUTAYA BOOK APARTMENT
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-16-8 レックスビル,35.662023,139.752405,Kizasu.Office
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-19-13,35.660718,139.753917,WeWork新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1 305C,35.666271,139.757427,ニュー新橋コワーキング
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-20-15 新橋駅前ビル1号館4階,35.666307,139.759461,Philport
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目19?3 カシケイビル2F,35.666748,139.7596455,Basis Point 新橋店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目20番15号　新橋駅前ビル1号館6階,35.666307,139.759461,ビステーション新橋
渋谷区,上原１丁目,-,東京都渋谷区上原1-3-9上原アバンセビル,35.668053,139.686246,Good Work
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16　第5叶ビル 5F co-ba / 6F co-ba library,35.654139,139.705569,co-ba shibuya
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-27-15 坂上ビル7F,35.656056,139.704642,Lightning Spot Shibuya
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ8階 8/（ハチ）,35.659116,139.7039265,Creative Lounge ＭＯＶ
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-6 幸和ビル10F,35.658441,139.7038365,POINT EDGE ShibuyaBASE
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目2-17 TranceWORKS青山ビル3F,35.660745,139.7083095,TranceWORKS青山
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-1 TOC第2ビル3F,35.661438,139.7031075,PORTAL
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-7 渋谷宮下パークビルB102,35.66052,139.7020185,無人運営時間貸しワークスペース 渋谷konochikara
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目12番2号 8階,35.660349,139.703418,クロスオフィス渋谷
新宿区,舟町,-,東京都新宿区舟町７ 舟町ビル１、3階,35.689608,139.7205045,ワイムポート新宿舟町
港区,芝大門１丁目,-,東京都港区芝大門1-6-6,35.657793,139.754133,いいオフィス浜松町 by wedo
港区,芝浦４丁目,-,東京都港区芝浦4-12-44 芝浦TMビル6F,35.641278,139.748175,Ｓｐｏｔ Office Shibaura（コワーキングスペース芝浦）
港区,芝浦３丁目,-,東京都港区芝浦3-15-6 島倉田町ビル6F,35.642124,139.7482425,勉強カフェ 田町スタジオ
港区,芝浦１丁目,-,東京都港区芝浦1-13-16 森永芝浦ビル２階,35.646606,139.752891,コワーキングスペースMORINAGA Village【森永ヴィレッジ】
港区,芝５丁目,-,東京都港区芝5-16-14 三田ノックスビル3F・4F,35.648568,139.745799,BIZcomfort田町
港区,芝５丁目,-,東京都港区芝5丁目29番20号,35.646156,139.744674,クロスオフィス三田
新宿区,四谷４丁目,-,東京都新宿区四谷4-28-7 吉岡ビル4F,35.68779,139.7156355,コワーキングスペースC作業場
新宿区,四谷３丁目,-,東京都新宿区四谷3-12 丸正食品総本店ビル 5F,35.687601,139.7193705,エムワイビジネスプラザ四谷
新宿区,四谷１丁目,-,東京都新宿区四谷1-13-15 URBANE BUILDING SAKAS8 C棟 (マンション四谷奥）,35.684928,139.7280375,Lifework space Kanpai Hutte
新宿区,四谷１丁目,-,東京都新宿区四谷1-9 天龍ビル 6階,35.685972,139.728366,フレンドリンクメンバーズオフィス
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目8-14 四谷1丁目ビル6F,35.686395,139.728654,ビジネスセンター四谷
千代田区,三崎町２丁目,-,東京都千代田区神田三崎町2-17-8 ドメス水道橋（旧皆川ビル）,35.70138,139.7532375,BIZcomfort水道橋
渋谷区,桜丘町,-,東京都渋谷区桜丘町２２?１９ JAMビル,35.654967,139.699737,communSHIBUYA
渋谷区,桜丘町,-,東京都渋谷区桜丘町３０－４ 渋谷アジアマンション202号室,35.655597,139.698369,StartUp４４田寮
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 ユニ麹町ビル4階,35.685351,139.732938,moboff YOTSUYA-KOJIMACHI
千代田区,麹町６丁目,-,東京都千代田区麹町6-6 東急四谷ビル 5 F,35.685711,139.7317455,WeWork東急四谷
千代田区,麹町３丁目,-,東京都千代田区麹町3丁目5番地 得水ビル4F,35.68329,139.738725,BELL&Co.麹町
