指標名,シェアサイクルポート,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,
年次,2020/2/19取得,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,
備考,,,,,,
,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名
中央区,湊１丁目,-,東京都中央区湊１-６-１１,35.6722451,139.7793438,B2-01.鉄砲洲児童公園（西側） / Teppozu Children’s Park(West Side)
中央区,豊海町,-,東京都中央区豊海町３-１３,35.6525034,139.7713611,B4-16.トヨミ フィッシャリーズ テラス / TOYOMI FISHERIES TERRACE
中央区,豊海町,-,東京都中央区豊海町５-１,35.6534393,139.7695017,B4-18.豊海センタービル / TOYOMI CENTER BUILDING
中央区,八丁堀４丁目,-,東京都中央区八丁堀４-１２-２０,35.6739267,139.7786685,B2-03.女性センター（ブーケ21） /  Women’s Center(Bouquet 21)
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-８-１０,35.6763888,139.7683279,B2-02.柳通り（東京スクエアガーデン前）  Yanagi-dori St. (In front of TOKYO SQUARE GARDEN)
中央区,八重洲１丁目,日八京,東京都中央区八重洲１-２-１,35.683445,139.771895,B1-22.新呉服橋ビル / New Gofukubashi building
中央区,入船３丁目,-,東京都中央区入船３-１-８,35.6706708,139.7759903,B2-05.NTT東日本築地ビル / NTT-East Tsukiji Build.
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町１-４-１３,35.6860987,139.7760909,B1-09.スマイルホテル日本橋三越前 / Smile Hotel Nihonbashi Mitsukoshimae
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町４-４-７,35.6883916,139.7700526,【休止中】B1-03.常盤公園（北側） / Tokiwa Park(North Side)
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町４-１-６,35.688301,139.768958,B1-20.竜閑さくら橋際街角広場 / Ryuukan Sakura Bridge Street Corner Plaza
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町２-１０-１１,35.6877887,139.7820501,B1-12.ファミリーマート堀留町二丁目店 / Familly Mart Horidomecho 2-chome Store
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町１-１-１,35.687414,139.7790514,B1-05.日本橋保健センター /  Nihonbashi Health Center
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町３-３-１２,35.6841685,139.7876459,B1-11.浜町川緑道 / Hamacho-gawa Ryokudo
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２-３２-８,35.6880447,139.7865428,B1-08.明治座 / Meijiza
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町６-７,35.679616,139.784341,B1-23.NANAEI日本橋 / NANAEI NIHONBASHI
中央区,日本橋小網町,-,東京都中央区日本橋小網町９-２,35.683695,139.780043,"B1-16.小網町児童遊園
 / Koamicho Children's Playground"
中央区,日本橋小網町,-,東京都中央区日本橋小網町１-３,35.681352,139.781436,B1-18.セブン-イレブン 日本橋小網町店 / Seven-Eleven Nihonbashi Koamicho store
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町５-１５,35.6910602,139.7779088,B1-01.十思公園 / Jisshi Park
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町１４-７,35.686865,139.7789522,B1-02.堀留児童公園（西側） / Horidome Children’s Park(West Side)
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町４-３,35.687621,139.7771363,B1-06.伊場仙ビル / Ibasen Building
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-５-１２,35.6808585,139.7793552,B2-07.東京証券会館（北側） / Tokyo Shoken Kaikan(North Side)
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-６-１２,35.6809495,139.7785089,B2-08.共同ビル（茅場町交差点前） / Kyodo Building (near Kayabacho Crossing)
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-８-１,35.6802039,139.7786571,B2-09.茅場町一丁目平和ビル / Kayabacho 1-chome Heiwa Building
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町２-１-１,35.682332,139.78722,B1-15.ロイヤルパークホテル / ROYAL PARK HOTEL
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町１-２３-１,35.6808744,139.7843876,B1-10.箱崎川第二公園 / Hakozakigawa Dai-ni Park
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-１０-９,35.680861,139.774493,B1-21.日本橋二丁目街角広場 / Nihonbashi 2-Chome　Street Corner Plaza
中央区,東日本橋２丁目,-,東京都中央区東日本橋２-２２-４,35.6941622,139.7870558,【休止中】B1-04.産業会館 / Industrial Hall
中央区,佃２丁目,-,東京都中央区佃２-２-８,35.669188,139.785301,B4-15.リバーシティ イーストタワーズ / River City East Towers
中央区,佃１丁目,-,東京都中央区佃１-１１-１,35.668795,139.784784,B4-10.リバーシティ/ River City
中央区,築地７丁目,-,東京都中央区築地７-１８-２４,35.66412,139.77544,B3-05.興和住生築地ビル / Kowa Sumisei Tsukiji Bldg.
中央区,築地７丁目,-,東京都中央区築地７-１８-２８,35.66523,139.776313,B3-09.築地永谷コーポラス / Tsukiji Nagatani corporate house
中央区,築地５丁目,-,東京都中央区築地５-３-２,35.6642689,139.7674261,B3-04.築地市場駅地下駐輪場 / Tsukijishijo Station Basement
中央区,築地５丁目,-,東京都中央区築地５-３-２,35.6644605,139.7672161,B3-06.朝日新聞東京本社 / Asahi Shimbun Tokyo Head Office
中央区,築地５丁目,-,東京都中央区築地５-３-１,35.664871,139.767188,B3-13.国立がん研究センター / National Cancer Center Hospital
中央区,築地４丁目,-,東京都中央区築地４-９-９,35.665254,139.769301,B3-12.築地場外市場 / Tsukiji Outer Market
中央区,築地１丁目,-,東京都中央区築地１-１-１,35.6708463,139.7720441,B3-01.中央区役所 / Chuo City Office
中央区,築地１丁目,-,東京都中央区築地１-５-１,35.6703386,139.771906,B3-02.京橋図書館 / Kyobashi Library
中央区,晴海４丁目,-,東京都中央区晴海４-１-１１,35.6541432,139.7815405,B4-05.ドコモ・バイクシェア晴海ポート / DOCOMO BIKESHARE Harumi Bike Port
中央区,晴海３丁目,-,東京都中央区晴海３-２-２２,35.6560567,139.7800706,B4-01.黎明橋公園（駐輪場） / Reimeibashi Park(Parking Area)
中央区,晴海３丁目,-,東京都中央区晴海３-１２-１,35.6547453,139.7789347,B4-04.KDX晴海ビル / KDX Harumi Building
中央区,晴海３丁目,-,東京都中央区晴海３-２-２２,35.6556063,139.781052,B4-17.CLT PARK HARUMI
