指標名,ホテル,,,,,,,,
出典,Hotels.com,,,,,,,,
年次,GPCI2021,,,,,,,,
URL,https://hotels.com/,,,,,,,,
備考,GPCI-2020：1332軒　GPCI-2021：1649軒,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,室数,ホテルURL
中央区,東日本橋２丁目,-,"2-25-4 Higashi-Nihonbashi, Chuo-ku, Tokyo, 103-0004, Japan",35.694286,139.787192,Guest House TRACE Higashi-nihonbashi Riverside - Hostel,1,86,https://www.hotels.com/ho622756608
中央区,新富１丁目,-,"1-14-10 Shintomi, Tokyo, 104-0041, Tokyo, Japan",35.673150,139.775060,DJ Hostel Ginza,1,133,https://www.hotels.com/ho942297344
中央区,日本橋馬喰町１丁目,-,"Nihonbashi Bakuro-cho 1-10-12, Tokyo, 103-0002, Japan",35.693886,139.783032,Train Hostel HOKUTOSEI,1,78,https://www.hotels.com/ho652973
中央区,日本橋横山町,-,"3-14 Yokoyamacho Nihonbashi, Tokyo, 103-0003, Tokyo, Japan",35.691718,139.781599,obi Hostel,1,62,https://www.hotels.com/ho670116
中央区,日本橋箱崎町,-,"1-16, Nihonbashihakozaki-cho, Tokyo, 103-0015, Tokyo-to, Japan",35.678129,139.786039,Oak Hostel Cabin,1,86,https://www.hotels.com/ho490263
中央区,日本橋本町４丁目,日八京,"Nihonbashi Sakura Building 2F, Tokyo, 103-0023, Japan",35.690625,139.776181,bnb+ Higashinihonbasi Backpacker House,1,18,https://www.hotels.com/ho882986624
中央区,日本橋横山町,-,"Nihonbashiyokoyamacho, Tokyo, 103-0003, Tokyo, Japan",35.693170,139.783609,bed&mikan Nihonbashi-Yokoyamacho,0,3,https://www.hotels.com/ho1012685792
中央区,八重洲１丁目,日八京,"1-chome-6-2 Yaesu, Tokyo, 103-0028, Tokyo-to, Japan",35.681538,139.770340,JapanHotelTest,0,1,https://www.hotels.com/ho1437621984
中央区,日本橋馬喰町２丁目,-,"2-4-5  Nihonbashibakurocho, 4F, Tokyo, 103-0002, Tokyo, Japan",35.695885,139.781883,Art Pop Entertainment House in ASAKUSA,0,1,https://www.hotels.com/ho1570638976
中央区,日本橋室町２丁目,日八京,"2-1-1 Nihonbashi Muromachi, Tokyo, 103-8328, Tokyo-to, Japan",35.687048,139.773063,Mandarin Oriental Tokyo Test,0,98,https://www.hotels.com/ho1729444704
中央区,銀座７丁目,-,"7-10-9, Tokyo, 104-0061, Tokyo-to, Japan",35.668230,139.763150,HOTEL UNIZO Tokyo Ginza-nanachome,3.5,224,https://www.hotels.com/ho607835
中央区,新富２丁目,-,"2-4-13, Shintomi, Tokyo, 104-0041, Tokyo Prefecture, Japan",35.671500,139.773160,Amanek Ginza East,3,1,https://www.hotels.com/ho488945120
中央区,銀座３丁目,-,"3-12-2,Ginza,Chuo-ku, Tokyo, 104-0061, Tokyo Prefecture, Japan",35.670922,139.769438,Hotel Ginza Daiei,3,1,https://www.hotels.com/ho1564111744
中央区,新富１丁目,-,"Chuo-ku, Shintomi 2-2-2, 2-2-2, Tokyo, 104-0041, Tokyo Prefecture, Japan",35.673006,139.772972,Hotel Seven Seas Ginza,3,41,https://www.hotels.com/ho633919456
中央区,京橋２丁目,日八京,"2-7-8 Kyobashi, Chuo-ku, Tokyo, 104-0031, Tokyo Prefecture, Japan",35.677340,139.771820,First Cabin Kyobashi,3,238,https://www.hotels.com/ho670570
中央区,日本橋富沢町,-,"11-19 Tomizawa-cho Nihonbashi, Tokyo, 0006, Japan",35.689890,139.781478,AI HOTEL Nihonbashi,3,99,https://www.hotels.com/ho581114
中央区,日本橋本町４丁目,日八京,".4-7-15 Honcho Nihonbashi, Tokyo, 1030023, Tokyo (prefecture), Japan",35.689816,139.774520,Kazusaya,2,1,https://www.hotels.com/ho1921516896
中央区,京橋２丁目,日八京,"2-6-16 Kyobashi, Chuo-Ku, Tokyo, 1040031, Tokyo (prefecture), Japan",35.676470,139.770680,First Inn Kyobashi,2,70,https://www.hotels.com/ho392610
中央区,日本橋本石町３丁目,日八京,"3-1-6 Nihonbashihongoku-cho, Chuo-ku, Tokyo, 103-0021, Tokyo (prefecture), Japan",35.686604,139.770388,J Hotel Tokyo Geo,2,1,https://www.hotels.com/ho2027766848
中央区,東日本橋２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.693960,139.785579,Breakfast Included Single 2 Person Plan Smoking / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho2037512512
中央区,日本橋富沢町,-,"2-10 Tomizawacho, Nihonbashi, Chuo-ku, Tokyo, 103-0006, Tokyo Prefecture, Japan",35.688113,139.784076,APA Hotel Ningyocho Ekihigashi All Rooms Non-smoking,1,1,https://www.hotels.com/ho1551877024
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673254,139.775587,Latest Fusion of Scandinavian Japanese Ginza / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1830931776
中央区,東日本橋２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.693960,139.785579,Breakfast Included Basic Plan Single Room Smoki / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho2037512448
中央区,日本橋本町４丁目,日八京,"Tokyo, Tokyo Prefecture, Japan",35.690399,139.776609,"Walking Distance on Yamanote Line # Desk Work Environment Complete # Nihonbashi # Akihabara, Near Tokyo Station # Large TV + PS 4 # 1000 M Light Circuit",0,1,https://www.hotels.com/ho1228327008
中央区,築地６丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.665908,139.772913,Relaxing Koi Pad High Floor Home in Tsukijiginza / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1919316000
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673254,139.775587,NEW Ginza Luxury Boconcept Design 1BR 1F 40sqm / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1830932032
中央区,東日本橋２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.693960,139.785579,Breakfast Included Basic Plan Single Room Nons / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho2037512896
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,8th Floor Semi Double Nonsmoking Regular Plan / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838500096
中央区,築地６丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.663965,139.770956,TSUKIJI INSIDE -market & food culture,0,1,https://www.hotels.com/ho2141780640
中央区,東日本橋２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.693960,139.785579,Breakfast Included Single 2 Person Plan Nonsmo / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho2037513216
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692039,139.782026,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1568340832
中央区,水面調査区,-,"Tokyo, Tokyo Prefecture, Japan",35.666125,139.779078,Spatium1f Stylish and Safe Clean Ginza / Tsukiji,0,1,https://www.hotels.com/ho1973171104
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Standard Single Without Meals Welcome Drink at G / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905952
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,7th Floor Semidouble Nonsmoking Regular Plan / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838499872
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Corner Single Without Meals With Welcome Drink a / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905984
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Comfort Corner Single Without Meals Welcome Drin / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905920
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673254,139.775587,New Inspired Boconcept Design in Ginza 25sqm / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1830931424
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673431,139.773536,Ginza Suite 60m2 / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952027584
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692023,139.782025,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1568167264
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,Twin Nonsmoking Regular Plan VOD Free / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838499040
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,Single Nonsmoking Regular Plan VOD Free / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838498880
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,2nd Floor Semidouble Nonsmoking Shower Booth R / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838499744
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,Triple Nonsmoking Separate Bathroom and Toilet / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838499776
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,King Triple Nonsmoking Separate Bathroom and to / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838499424
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692023,139.782025,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1568198720
中央区,日本橋兜町,-,"Tokyo, Tokyo Prefecture, Japan",35.679361,139.776303,Corner Single Nonsmoking Regular Plan VOD Free / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1838498720
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688342,139.781157,"Tokyo Station, Ginza, Nihombashi, Akihabara Area # 5F",0,1,https://www.hotels.com/ho1214817920
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673431,139.773536,Double Luxe 40m2 / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952024096
中央区,日本橋横山町,-,"Tokyo, Tokyo Prefecture, Japan",35.692006,139.782036,One Person Welcome!excellent Location With Excellent Access to Airports and Various Parts of Tokyo,0,1,https://www.hotels.com/ho1568165600
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,302calm Soothing Flat in Ningyocho Nihonbashi / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952032672
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692036,139.781907,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1567525408
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Twin Separate Bath and Toilet Without Meals Wi / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905440
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692002,139.781937,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1568318944
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Double Separate Bath and Toilet Without Meals / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905280
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Moderate Single Room Only Georgia R Cafe Welco / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905696
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Superior Single Without Meals Georgia R Cafe w / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905536
中央区,日本橋中洲,-,"Tokyo, Tokyo Prefecture, Japan",35.683282,139.790221,Hollywood Twin Separate Bath and Toilet Without / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1727905248
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,301southwest Style Oasis in Ningyocho Nihonbashi / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952032896
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673431,139.773536,Double Suite 40m2 / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952024736
中央区,新富１丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.673431,139.773536,Twin Suite 40m2 / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho2103591008
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,303sensational Sanctuary 1BR Suite in Ningyocho / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952033120
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,201cozy Modern Studio in Central Tokyo Ningyocho / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952033216
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,202black White Designed Home in Ningyocho / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952033312
中央区,日本橋室町１丁目,日八京,"Komone 1-10-12-206, Tokyo, 173-0037, Tokyo, Japan",35.685259,139.775380,Spacious Apartment Sunshine City,3,1,https://www.hotels.com/ho1579122304
中央区,晴海４丁目,-,"4-7-28 HARUMI, CHUO-KU,, Tokyo, 1040053, NRT, Japan",35.652894,139.779106,Mariners Court,3,1,https://www.hotels.com/ho316118624
中央区,日本橋横山町,-,"Tokyo, Tokyo (prefecture), Japan",35.692023,139.782025,One person welcome!Excellent location with excellent access to airports and various parts of Tokyo,0,1,https://www.hotels.com/ho1568228704
中央区,銀座７丁目,-,"7-17-7 Ginza, Tokyo, 104-0061, Tokyo, Japan",35.666239,139.766196,E-Hotel Ginza,3,56,https://www.hotels.com/ho874575616
中央区,築地４丁目,-,"4-7-3 Tsukiji, Tokyo, 104-0045, Tokyo, Japan",35.666917,139.769875,Keio Presso Inn Higashi Ginza,3,250,https://www.hotels.com/ho1352376288
中央区,日本橋堀留町２丁目,-,"Tokyo, Tokyo Prefecture, Japan",35.688047,139.781144,203ningyochonihonbahsi Business Travel Friendly / Chuo-ku Tokyo,0,1,https://www.hotels.com/ho1952032992
千代田区,有楽町１丁目,大丸有,"1-8-1 Yuraku-cho, Tokyo, 100-0006, Tokyo-to, Japan",35.674668,139.760114,The Peninsula Tokyo,5,314,https://www.hotels.com/ho255753
千代田区,大手町１丁目,大丸有,"1-2-1 Otemachi, Tokyo, 100-0004, Tokyo, Japan",35.687329,139.763254,Four Seasons Hotel Tokyo at Otemachi,5,190,https://www.hotels.com/ho1366103488
千代田区,丸の内１丁目,大丸有,"1-1-1 Marunouchi, Tokyo, 100-0005, Tokyo-to, Japan",35.685010,139.760900,Palace Hotel Tokyo,5,290,https://www.hotels.com/ho145411
千代田区,内幸町１丁目,-,"1-1-1 Uchisaiwaicho Chiyoda-ku, Tokyo, 100-8558, Tokyo-to, Japan",35.672520,139.757380,Imperial Hotel,5,697,https://www.hotels.com/ho118482
千代田区,丸の内１丁目,大丸有,"Marunouchi Trust Tower Main, Tokyo, 100-8283, Tokyo-to, Japan",35.681957,139.769556,Shangri-La Tokyo,5,200,https://www.hotels.com/ho308704
千代田区,紀尾井町,赤坂,"1-2 Kioi-cho Chiyoda-ku, Tokyo, 102-8585, Japan",35.679579,139.736594,"The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",5,250,https://www.hotels.com/ho1210144
千代田区,大手町１丁目,大丸有,"1-9-1 Otemachi, Tokyo, 100-0004, Japan",35.687990,139.764800,HOSHINOYA Tokyo,5,84,https://www.hotels.com/ho629308
千代田区,紀尾井町,赤坂,"4-1 Kioi-Cho, Tokyo, 102-8578, Tokyo-to, Japan",35.681822,139.732941,Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,5,87,https://www.hotels.com/ho545542
千代田区,紀尾井町,赤坂,"4-1 Kioi-Cho, Tokyo, 102-8578, Tokyo-to, Japan",35.681950,139.733439,Hotel New Otani Tokyo Garden Tower,4.5,836,https://www.hotels.com/ho477780
千代田区,永田町２丁目,赤坂,"2-10-3 Nagata-cho, Tokyo, 100-0014, Tokyo-to, Japan",35.674033,139.741380,The Capitol Hotel Tokyu,5,251,https://www.hotels.com/ho114076
千代田区,大手町１丁目,大丸有,"The Otemachi Tower, Tokyo, 100-0004, Tokyo-to, Japan",35.685017,139.765528,Aman Tokyo,5,84,https://www.hotels.com/ho307914752
千代田区,丸の内１丁目,大丸有,"1-8-2 Marunouchi, Tokyo, 1000005, Tokyo-to, Japan",35.682230,139.769895,Oakwood Premier Tokyo,4.5,123,https://www.hotels.com/ho418958432
千代田区,大手町１丁目,大丸有,"1-1-1 Otemachi, Chiyodaku, Tokyo, 100-0004, Japan",35.687096,139.762619,Ascott Marunouchi Tokyo,4.5,130,https://www.hotels.com/ho574575200
千代田区,丸の内１丁目,大丸有,"1-9-1 Marunouchi, Tokyo, 100-0005, Tokyo-to, Japan",35.682109,139.765848,The Tokyo Station Hotel,4.5,150,https://www.hotels.com/ho160947
千代田区,紀尾井町,赤坂,"4-1 Kioi-cho Chiyoda-ku, Tokyo, 102-8578, Japan",35.679719,139.735112,Hotel New Otani Tokyo The Main,4.5,563,https://www.hotels.com/ho112853
千代田区,内幸町１丁目,-,"1-1-1, Uchisaiwaicho, Tokyo, 1008558, Japan",35.672310,139.758270,Imperial Floors,4,973,https://www.hotels.com/ho938554848
千代田区,内幸町１丁目,-,"1-5-2 Uchisaiwai-cho, Tokyo, 100-0011, Tokyo-to, Japan",35.669389,139.758353,Daiichi Hotel Annex,4,180,https://www.hotels.com/ho126094
千代田区,丸の内１丁目,大丸有,"1-7-12 Marunouchi, Tokyo, 100-0005, Tokyo-to, Japan",35.683739,139.769404,Hotel Metropolitan Tokyo Marunouchi,4,343,https://www.hotels.com/ho256266
千代田区,神田駿河台３丁目,-,"3-4 Kanda-surugadai, Tokyo, 101-0062, Tokyo-to, Japan",35.696617,139.765773,Hotel Ryumeikan Ochanomizu Honten,4,9,https://www.hotels.com/ho505968
千代田区,平河町２丁目,-,"2-16-15 Hirakawa-cho, Tokyo, 102-0093, Tokyo, Japan",35.679200,139.741000,The Kitano Hotel Tokyo,4,72,https://www.hotels.com/ho1157371904
千代田区,神田猿楽町２丁目,-,"1-1-16 Kandamisaki-cho, Chiyoda-ku, Tokyo, 101-0061, Tokyo, Japan",35.700543,139.756977,Hotel Niwa Tokyo,4,238,https://www.hotels.com/ho359540
千代田区,丸の内１丁目,大丸有,"1-6-3, Marunouchi, Tokyo, 100-0005, Tokyo, Japan",35.683460,139.766550,Marunouchi Hotel,4,205,https://www.hotels.com/ho923020512
千代田区,有楽町１丁目,大丸有,"1-2-1 Yuraku-cho Chiyoda-ku, Tokyo, 100-0006, Tokyo-to, Japan",35.672586,139.759344,remm Hibiya,3.5,255,https://www.hotels.com/ho346635
千代田区,大手町１丁目,大丸有,"1-4-1 Otemachi, Tokyo, 100-0004, Tokyo-to, Japan",35.691001,139.760242,KKR Hotel Tokyo,3.5,161,https://www.hotels.com/ho347601
千代田区,平河町２丁目,-,"2-4-1 Hirakawa-cho, Tokyo, 102-0093, Tokyo-to, Japan",35.681147,139.738312,Toshi Center Hotel Tokyo,3.5,327,https://www.hotels.com/ho347538
千代田区,神田佐久間町４丁目,-,"4-5 Sakumacho Kanda, Tokyo, 101-0025, Tokyo, Japan",35.697276,139.779004,MONday Apart Premium Akihabara,3.5,27,https://www.hotels.com/ho1893614304
千代田区,神田佐久間町１丁目,-,"1-6-5 Kanda Sakumacho, Chiyoda-ku, Tokyo, 101-0025, Tokyo-to, Japan",35.697737,139.773896,remm Akihabara,3.5,260,https://www.hotels.com/ho324902
千代田区,永田町２丁目,赤坂,"2-14-3 Nagata-cho, Chiyoda-ku, Tokyo, 100-0014, Tokyo-to, Japan",35.677265,139.737178,Akasaka Excel Hotel Tokyu,3.5,487,https://www.hotels.com/ho177544
千代田区,飯田橋３丁目,-,"3-10-8 Iidabashi, Tokyo, 102-8130, Tokyo-to, Japan",35.700640,139.748830,Hotel Metropolitan Edmont Tokyo,3.5,668,https://www.hotels.com/ho161114
千代田区,外神田３丁目,-,"3-10-11 Sotokanda, Tokyo, 110-0021, Tokyo, Japan",35.701112,139.770700,NOHGA HOTEL AKIHABARA TOKYO,3.5,118,https://www.hotels.com/ho1408394688
千代田区,隼町,-,"1-1, Hayabusa-cho, Chiyoda-ku, Tokyo, 102-0092, Tokyo-to, Japan",35.683199,139.743402,Hotel Grand Arc Hanzomon,3.5,204,https://www.hotels.com/ho326034
千代田区,内神田２丁目,-,"2-1-2 Uchi-Kanda, Chiyoda-ku, Tokyo, 101-0047, Tokyo, Japan",35.689242,139.767002,Mitsui Garden Hotel Otemachi,3.5,191,https://www.hotels.com/ho696463488
千代田区,神田淡路町１丁目,-,"1-7-5 Kanda-awajicho, Chiyoda-ku, Tokyo, 101-0063, Tokyo-to, Japan",35.695787,139.766388,the b ochanomizu,3.5,72,https://www.hotels.com/ho326242
千代田区,神田駿河台１丁目,-,"1-1 Surugadai Kanda Chiyoda-ku, Tokyo, 101-0062, Tokyo-to, Japan",35.698100,139.761400,Hilltop Hotel,3.5,35,https://www.hotels.com/ho342785
千代田区,一番町,-,"23-1 Ichiban-cho, Tokyo, 102-0082, Tokyo-to, Japan",35.686721,139.741782,Hotel Monterey Hanzomon,3.5,340,https://www.hotels.com/ho244303
千代田区,神田小川町３丁目,-,"3-24-9 Kanda Ogawamachi, Tokyo, 101-0052, Tokyo-to, Japan",35.695690,139.762804,Ochanomizu Hotel Shoryukan,3.5,42,https://www.hotels.com/ho424957
千代田区,有楽町２丁目,大丸有,"2-2-3 Yurakucho, Tokyo, 1000006, Tokyo, Japan",35.672775,139.761461,THE GATE HOTEL TOKYO by HULIC,3.5,164,https://www.hotels.com/ho940516352
千代田区,神田佐久間町１丁目,-,"1-8-3 Sakumacho, Kanda, Tokyo, 101-0025, Tokyo-to, Japan",35.697507,139.773775,Akihabara Washington Hotel,3.5,369,https://www.hotels.com/ho343963
千代田区,鍛冶町１丁目,-,"1-9-15 Kajicho, Chiyoda-ku, Tokyo, 101-0044, Tokyo, Japan",35.690601,139.773299,HOTEL SUI KANDA byABEST,3.5,131,https://www.hotels.com/ho877472640
千代田区,神田佐久間町２丁目,-,"2-13-20, Kanda Sakumacho, Tokyo, 101-0025, Tokyo, Japan",35.698288,139.776467,APA Hotel Akihabara-ekimae,3,137,https://www.hotels.com/ho417792
千代田区,麹町１丁目,-,"1-10-3 Kojimachi, Tokyo, 102 0083, Tokyo-to, Japan",35.685307,139.742934,Diamond Hotel,3,304,https://www.hotels.com/ho385247
千代田区,内神田３丁目,-,"3-2-10, Uchikanda, Chiyoda-ku, Tokyo, 101-0047, Tokyo, Japan",35.689408,139.768977,Tosei Hotel Cocone Kanda,3,111,https://www.hotels.com/ho679938144
千代田区,神田神保町１丁目,-,"1-30 Jimbou-cho, Chiyoda-ku, Tokyo, 101-0051, Tokyo-to, Japan",35.697103,139.758402,Hotel Villa Fontaine Tokyo-Jimbocho,3,72,https://www.hotels.com/ho328306
千代田区,神田東松下町,-,"11-2 Kanda Higashimatsushita-cho, Tokyo, 101-0042, Tokyo-to, Japan",35.693626,139.774384,Comfort Hotel Tokyo Kanda,3,103,https://www.hotels.com/ho262753
千代田区,内神田２丁目,-,"1-8-8 Uchi Kanda, Chiyoda-ku, Tokyo, 101-0047, Tokyo-to, Japan",35.690508,139.767083,Hotel Villa Fontaine Tokyo-Otemachi,3,143,https://www.hotels.com/ho328477
千代田区,西神田２丁目,-,"2-4-4 Nishi Kanda Chiyoda-ku, Tokyo, 101-0065, Tokyo-to, Japan",35.697767,139.754370,Hotel Villa Fontaine Tokyo-Kudanshita,3,144,https://www.hotels.com/ho328482
千代田区,岩本町２丁目,-,"2-16-6 Iwamotocho, Tokyo, 101-0032, Tokyo, Japan",35.694821,139.778113,Uhome Akihabara Hotel,3,8,https://www.hotels.com/ho1085596544
千代田区,神田神保町１丁目,-,"1-19-7 Kanda-Jimbocho, Tokyo, 101-0051, Tokyo-to, Japan",35.695373,139.760446,Sotetsu Fresa Inn Ochanomizu-Jimbocho,3,130,https://www.hotels.com/ho476237
千代田区,外神田１丁目,-,"1-17-4 Sotokanda, Tokyo, 101-0021, Tokyo, Japan",35.698046,139.772541,JR-EAST HOTEL METS AKIHABARA,3,196,https://www.hotels.com/ho1181451104
千代田区,神田須田町２丁目,-,"2-25-12 Kanda Sudacho, Tokyo, 101-0041, Tokyo, Japan",35.696571,139.773824,HOTEL RESOL AKIHABARA,3,143,https://www.hotels.com/ho940809536
千代田区,神田淡路町２丁目,-,"2-10-6, Kandaawajicho, Tokyo, 101-0063, Tokyo-to, Japan",35.697508,139.768264,Hotel MyStays Ochanomizu Conference Center,3,142,https://www.hotels.com/ho468256
千代田区,永田町２丁目,赤坂,"2-4-14, Nagata-cho Chiyoda-ku, Tokyo, 100-0014, Tokyo, Japan",35.672304,139.742484,Toyoko Inn Tokyo Tameike-sanno-eki Kantei Minami,3,88,https://www.hotels.com/ho673062
千代田区,永田町２丁目,赤坂,"2-10-2 Nagatacho, Tokyo, 100-0014, Tokyo, Japan",35.674715,139.740869,APA HOTEL PRIDE <KOKKAIGIJIDOMAE> National Diet Bldg.,3,500,https://www.hotels.com/ho1040513984
千代田区,九段南２丁目,-,"2-4-10, Kudan Minami, Tokyo, 102-0074, Tokyo, Japan",35.693174,139.744136,Reyado Hotel Kudan,3,15,https://www.hotels.com/ho1156023008
千代田区,東神田３丁目,-,"3-2-1-502, Higashikanda, Tokyo, 101-0031, Tokyo, Japan",35.697279,139.780262,Nestle Tokyo Deluxe Akihabara 04,3,1,https://www.hotels.com/ho1543085600
千代田区,外神田３丁目,-,"3-11-4, Soto-Kanda, Chiyoda, Tokyo, 101-0021, Tokyo, Japan",35.700718,139.770428,APA Hotel Akihabaraeki Denkigaiguchi,3,117,https://www.hotels.com/ho609198656
千代田区,神田佐久間町３丁目,-,"3-37-42 Kandasakumacho, Tokyo, 101-0025, Tokyo, Japan",35.698074,139.776977,Le Tour Hotel Akihabara-Ekimae,3,22,https://www.hotels.com/ho1215327936
千代田区,神田紺屋町,-,"11-2, Kandakonyacho, Tokyo, 101-0035, Tokyo, Japan",35.691921,139.774468,Akihabara Luxury Cityhouse,3,8,https://www.hotels.com/ho1051628576
千代田区,外神田６丁目,-,"6-3-3 Sotokanda, Tokyo, 1010021, Japan",35.703240,139.769180,BnA STUDIO Akihabara,3,5,https://www.hotels.com/ho742229856
千代田区,飯田橋３丁目,-,"3-1-4 Iidabashi, Chiyoda-ku, Tokyo, 102-0072, Tokyo, Japan",35.700294,139.748276,APA HOTEL IIDABASHI-EKIMINAMI,3,107,https://www.hotels.com/ho627076800
千代田区,神田三崎町１丁目,-,"1-1-12 Kanadamisaki-cho, Chiyoda-ku, Tokyo, 101-0061, Tokyo, Japan",35.700955,139.756844,Tokyu Stay Suidobashi,3,156,https://www.hotels.com/ho371778
千代田区,神田須田町２丁目,-,"2-19-4 Kanda Suda-cho, Tokyo, Japan",35.696631,139.772263,VIA INN AKIHABARA,3,283,https://www.hotels.com/ho612534304
千代田区,外神田４丁目,-,"4-12-5 Soto-Kanda, Tokyo, 101-0021, Tokyo-to, Japan",35.702601,139.773152,Dormy Inn Akihabara Hot Spring,3,100,https://www.hotels.com/ho388395
